	text	category	ln
14	मैंने 50 फिल्में नहीं देखी हैं, लेकिन मैंने लगभग 50 बार इस वृत्तचित्र को रिबन इंद्रधनुष के साथ स्टारस्ट्रक हार्ट देखा है	Non-anti-LGBT+ content	eng_hin
15	भाई चिंता मत करो सब ठीक हो जाएगा...	Non-anti-LGBT+ content	eng_hin
16	आप शीर्षक को ट्रांसजेंडर के रूप में क्यों रखते हैं? विचारों के लिए?	Non-anti-LGBT+ content	eng_hin
17	ईसाई धर्म एक ईसाई द्वारा एक अतार्किक, अव्यवहारिक, सत्यहीन है	Non-anti-LGBT+ content	eng_hin
18	वह महान हाथ जोड़कर है	Non-anti-LGBT+ content	eng_hin
19	संदला तमिल पिराविगल	Non-anti-LGBT+ content	eng_hin
20	जय अन्ना वेर करेंगे अभिनय	Non-anti-LGBT+ content	eng_hin
21	बहुत बहुत धन्यवाद और टीम के सदस्यों को आपके भविष्य के प्रोजेक्ट्स के लिए शुभकामनाएं	Non-anti-LGBT+ content	eng_hin
22	वाकई बेहतरीन फिल्म.... मुझे लगता है कि लतीफ जैसा साहसिक कदम उठाने के लिए कोई तैयार नहीं है...	Homophobic	eng_hin
23	मुझे समलैंगिकों से प्यार है	Non-anti-LGBT+ content	eng_hin
24	टीआरजी महिला अच्छा दिल दिल_सूट दिल_सूट जीत_हाथ	Non-anti-LGBT+ content	eng_hin
25	एक महान क्रांति शुरू होती है...क्या मैं समलैंगिक हूं हां मैं समलैंगिक हूं मुझे यह बताने में डर नहीं लगता...	Non-anti-LGBT+ content	eng_hin
26	मुझे लगता है कि निमल ज़ेवियर धीरे-धीरे सोचने की क्षमता को कम कर रहे हैं। केवल अनुमान है। जब मैं हॉर्लिक्स पीता हूं तो मुझे गूंगा महसूस होता है और इसकी लत लग जाती है।	Non-anti-LGBT+ content	eng_hin
27	मुझे हर किसी को यह बताने के लिए टिप्पणी करनी होगी कि दक्षिण एशियाई लोगों की इस अद्भुत सच्ची कहानी को देखें, इस खूबसूरत कहानी को देखकर मैं कई बार रो रहा हूं, जहां मैं अपने आप को संबंधित कर सकता हूं। जिसने भी इस फिल्म को बनाया है, उसका दिल बड़ा है। तथाकथित समाज को एक बड़ा तमाचा है।	Non-anti-LGBT+ content	eng_hin
28	चिंता मत करो मजबूत बनो	Non-anti-LGBT+ content	eng_hin
29	यह उनकी अपनी पसंद है	Non-anti-LGBT+ content	eng_hin
30	वह बहुत प्यारी और मनमोहक सुपर मा चेल्लम दिखती है	Non-anti-LGBT+ content	eng_hin
31	मैडम बाईबल पढ़ती हैं	Homophobic	eng_hin
32	टीएन की शान!	Non-anti-LGBT+ content	eng_hin
33	अर्चना श्री, आप उस टाइप की हैं?	Non-anti-LGBT+ content	eng_hin
34	भगवान को उनकी मदद करनी चाहिए	Non-anti-LGBT+ content	eng_hin
35	क्या सीधा जवाब है सुपर	Non-anti-LGBT+ content	eng_hin
36	हाई ब्रो अगर यह बुरा नहीं है तो क्या आप मुझे एक मेल भेज सकते हैं मैं PlZ	Non-anti-LGBT+ content	eng_hin
37	मुझे यह वीडियो बहुत पसंद है भाई	Non-anti-LGBT+ content	eng_hin
38	हमारे पास मुस्कुराते_चेहरे_के_3_दिलों के साथ विकल्प है	Non-anti-LGBT+ content	eng_hin
39	नींगा पन्ना एक्ट और अवंगा सोना संदेश एलामे सुपरा इरुंधुधु अन्ना! चैनल वेरा लेवल वारा पोधु इन्नम कोंजम नाल लाये! स्माइल_फेस_विद_ओपन_हैंड्स स्माइलिंग_फेस_विद_ओपन_हैंड्स हम आपका स्वागत करते हैं! red_heart red_heart आगे बढ़ने का अगला कदम आपका बहुत-बहुत धन्यवाद.	Non-anti-LGBT+ content	eng_hin
40	महान मानवता OK_hand OK_hand	Non-anti-LGBT+ content	eng_hin
41	क्या फिल्मी आदमी इतना अद्भुत मुझे इतना बुरा लगता है कि मैं इन दिनों इस फिल्म को याद कर रहा हूं इस फिल्म के चालक दल को सलाम है सब कुछ सही है केवल कुछ फिल्में हमें यह महसूस कराती हैं कि यह खत्म नहीं होनी चाहिए या अगर फिल्म थोड़ी बड़ी है तो यह मेरी सूची में अच्छा होगा मैं इस फिल्म को पहले रखूंगा मैंने नीचे कई टिप्पणियां देखीं लेकिन एक भयानक फिल्म यह वास्तव में बहुत से लोगों के जीवन में हो रही है	Non-anti-LGBT+ content	eng_hin
42	धारा 377 भारतीयों द्वारा नहीं अंग्रेजों द्वारा लाई गई। साथ ही यूरोप और अमेरिका में गे और लेस्बियन के लिए सजा का प्रावधान था। उन्हें मौत के घाट उतार दिया जाएगा। हां, पश्चिम के लोगों ने बहुत अच्छी चीजें कीं।	Non-anti-LGBT+ content	eng_hin
43	यह सही क्यों नहीं है? प्यार प्यार है। हर किसी को जीने का अधिकार होना चाहिए, चाहे वह किसी भी जाति या लिंग का हो।	Non-anti-LGBT+ content	eng_hin
44	वास्तव में एक महान कार्य, आप लोगों को सलाम है टक्कर लाल_हार्ट सौ_पॉइंट्स आप लोगों ने समाज में एक बड़ी जागरूकता पैदा की है और आप एक महान उपलब्धि हासिल करने के लायक हैं और इसे करते रहें लाल_दिल जगमगाता है	Non-anti-LGBT+ content	eng_hin
45	आप अपने महान सामाजिक कार्यों के लिए भगवान आपका हाथ ऊपर करें भगवान आपकी मदद करें OK_hand OK_hand OK_hand thumbs up हाथ जोड़कर	Non-anti-LGBT+ content	eng_hin
46	मुहब्बत एक अनजाना सफ़र है, आखिर में यही कहना है, तेरे लिए समन्दर पार कर लूँगा, पानी पर चलना भी पड़े तो चलूँगा। हालांकि एक लघु फिल्म, यह मार्मिक, मार्मिक और शानदार थी, यह एक उत्कृष्ट फिल्म है, जिसमें माता-पिता और समाज के लिए एक गहरा शैक्षिक और व्यक्तिगत संदेश है। आज भी, बहुत से लोग सिर्फ सांस्कृतिक मान्यताओं और समाज के आदेश के कारण दुखी विवाहित रहते हैं। पूरी कास्ट, प्रोड्यूसर, स्टोरी राइटर और डायरेक्टर को धन्यवाद, शाबाश.. लीड एक्टर्स का बेहतरीन और गहरा इमोशनल एक्टिंग, एक बेहतरीन चॉइस। बहुत सराहना.. गहराई से प्यार करने की कला और जरूरत पड़ने पर अपने माता-पिता के प्यार और सम्मान के लिए अपने व्यक्तिगत बलिदान करने की कला। यह एक सुखद अंत के बारे में नहीं है, यह देखना है कि कहानी अंत में कैसे सामने आती है। धन्यवाद.. ऐसी और फिल्मों की उम्मीद है!!!	Non-anti-LGBT+ content	eng_hin
47	मुझे गर्व है कि मैं समलैंगिक हूं	Non-anti-LGBT+ content	eng_hin
48	लबियो रोहिता धन्यवाद भाई	Non-anti-LGBT+ content	eng_hin
49	एण्ड्रोजन असंवेदनशीलता सिंड्रोम। जो स्त्रियां इतनी सुंदर दिखती हैं वे आनुवंशिक रूप से नर थे। वे ज्यादातर सुपर मॉडल होंगे। लेकिन असल में ये नर हैं	Non-anti-LGBT+ content	eng_hin
50	अच्छी कहानी। अच्छा अभिनय। लेकिन क्या यह सच में संभव है? लतीफ अभिनय वास्तव में अच्छा है। शुभकामनाएं	Non-anti-LGBT+ content	eng_hin
51	हमारे साथ संपर्क में रहें, यह पता चलेगा कि हम आपकी मदद कैसे कर सकते हैं कृपया अपना विवरण या फोन नंबर मेल पर भेजें; Nithy163gmail.com	Non-anti-LGBT+ content	eng_hin
52	चाहे आप बाइसेक्शुअल/गे/लेस्बियन/स्ट्रेट हों। यह एक जीवन शैली और चरित्र है। अपने पार्टनर के प्रति सच्चे रहें। यह महत्वपूर्ण है।	Non-anti-LGBT+ content	eng_hin
53	बहुत से लोग ऐसे क्षेत्रों और इस तरह की समस्याओं को जानते होंगे लेकिन वे परवाह नहीं करते हैं लेकिन मेरी राय में मैंने एक बिंदु दिया है बस इतना ही	Non-anti-LGBT+ content	eng_hin
54	आपका बहुत-बहुत धन्यवाद	Non-anti-LGBT+ content	eng_hin
55	सुपर ब्रो रोम्बा फील एंड वेटिंग आवरग्लास_नॉट_डन	Non-anti-LGBT+ content	eng_hin
56	नैन्सी चमेली कुछ देर सीधे इंटरकोर्स के लिए खड़ी रही	Non-anti-LGBT+ content	eng_hin
57	भाई अगला वीडियो पोस्ट पन्नुंगा मैं इंतजार कर रहा हूं	Non-anti-LGBT+ content	eng_hin
58	लिफ़्टिक हार्ट_सूट और आशिक सही कर रहे हैं	Non-anti-LGBT+ content	eng_hin
59	मदद करते समय अपना कैमरा न लें	Non-anti-LGBT+ content	eng_hin
60	जल्लीकट्टू और अन्य सामाजिक असमानताओं के विरोध में समय और सांस्कृतिक विनियोगों की बर्बादी के लिए लोग भोजन के बिना भूखे पेट बीमार हो रहे हैं।	Non-anti-LGBT+ content	eng_hin
61	है भाई, इथुधा ना फर्स्ट टाइम पाकुरा प्रैंक शो। वास्तव में एनकु शरारत पकरथु पुदिकथु दिखाते हैं क्योंकि माथवंगला इमाथी संदोषपद्रथु रोम्बा थापु। लेकिन अनगा चैनल वीडियो पाकुंबोथु अनमयवे नल्ला इरुंधुथु और नल्ला संदेश सोलिरुंधिंगा। टीएमपी की सभी बेहतरीन टीमें क्लैपिंग_हैंड्स बुके क्लैपिंग_हैंड्स बुके। और अनगा विडीओ ला लास्ट अ मा माथवंगलुकु हेल्प पन्रा विषयम रोम्बा अह इरुन्धुची को छूते हुए। इनुम नल्ला पनुंगा टीएमपी टीमें। मैं आपका समर्थन करता हूँ	Non-anti-LGBT+ content	eng_hin
62	एलजीबीटी समुदाय के लोग समाज को नहीं बदलते हैं	Non-anti-LGBT+ content	eng_hin
63	दुर्भाग्य से कुछ देशों के लोगों के लिए विशेष रूप से धार्मिक देशों के लोगों के लिए स्वीकार किया जाना बहुत मुश्किल है, जहां लोग ज्यादातर धार्मिक हैं और सिर्फ हठधर्मिता और धर्म के नियमों का पालन करते हैं। मुझे इस तरह के देशों में रहने वाले एलजीबीटीक्यू लोगों के लिए बहुत खेद है, उनका जीवन वास्तव में जीवन नहीं है, लेकिन सिर्फ दूसरे लोगों का अनुसरण करना होगा। वे स्वयं नहीं हो सकते।	Non-anti-LGBT+ content	eng_hin
64	वही लड़कियां...... इस चैनल को अनसब्सक्राइब करें	Non-anti-LGBT+ content	eng_hin
65	यदि आप सहायक ठीक हैं। यदि आप दूर नहीं जाते हैं तो इसका मतलब यह नहीं है कि आप उन्हें चोट पहुँचा सकते हैं। हम अपने लिए एक सीमा निर्धारित करते हैं जहां उसमें सब कुछ सही है और दूसरे गलत हैं। वे अभी भी इंसान हैं। कृपया मानसिक चुटकुले बंद करें	Non-anti-LGBT+ content	eng_hin
66	क्या हम पाषाण युग में जीवन जी रहे हैं	Non-anti-LGBT+ content	eng_hin
67	दिल को छूने वाला विषय। भगवान आपका भला करे।	Non-anti-LGBT+ content	eng_hin
68	ऑल द बेस्ट भाई	Non-anti-LGBT+ content	eng_hin
69	आप अच्छा कर रहे हैं अन्ना लाल_दिल लाल_दिल मुड़ा हुआ_हाथ थम्स_अप	Non-anti-LGBT+ content	eng_hin
70	नहीं भाई, तुम गलत कह रहे हो, उसके हैंड बैग में ढेर सारे कंडोम होंगे	Non-anti-LGBT+ content	eng_hin
71	अवांछित कार्यक्रम...... क्या है इनके झोले में..... केवलमना कार्यक्रम	Non-anti-LGBT+ content	eng_hin
72	थिरुनांगई भगवान हैं कृपया उनका सम्मान करें वहां भी एक इंसान है	Non-anti-LGBT+ content	eng_hin
73	वाह...वह बहुत खूबसूरत है	Non-anti-LGBT+ content	eng_hin
74	धन्यवाद अन्ना वीडियो	Non-anti-LGBT+ content	eng_hin
75	जीवन बनाता है जीवन एक प्रकृति है जिसे आप मनुष्य के बट के छेद में जीवन नहीं बना सकते .... लोल	Non-anti-LGBT+ content	eng_hin
76	उनमाई थान थला	Non-anti-LGBT+ content	eng_hin
77	यो सेमा या... दिल को छूने वाला स्पार्कलिंग_दिल	Non-anti-LGBT+ content	eng_hin
78	कृपया कुछ पैसों की मदद करें, कोई समस्या नहीं है	Non-anti-LGBT+ content	eng_hin
79	वाह कितना भावुक कर देने वाला है	Non-anti-LGBT+ content	eng_hin
80	सारा श्रेय (लाइक, शेयर, कॉम्ट) शुद्ध हृदय (अक्का) को जाता है .....	Non-anti-LGBT+ content	eng_hin
81	सिलबरसन गुरुनाथन कृपया अपने नाम के साथ सामान्य संदेश भेजें	Non-anti-LGBT+ content	eng_hin
82	एलजीबीटी समुदाय के बारे में जानकारी साझा करने के लिए यश भाई मदन। मेरी राय में, उन्हें उपेक्षित नहीं किया जाना चाहिए क्योंकि वे भी इंसान हैं।	Non-anti-LGBT+ content	eng_hin
83	கவுண்டன் கெத்து .. दोस्त यह संस्कृति नहीं है .. यह रूढ़िवादी है.. दो के बीच के अंतर को समझने की कोशिश करें ... आप जानते हैं कि तमिल साहित्य में भी समलैंगिक संबंधों के बारे में बात की जाती है ..	Non-anti-LGBT+ content	eng_hin
84	अपना फोन नंबर दीजिए सर	Non-anti-LGBT+ content	eng_hin
85	विश्वनाथन स्वामीनाथन  आपने जो कुछ भी कहा वह सही है मैं भी एक छोटे से परिवार से आया हूं जो मेरे अपने द्वारा अध्ययन किया गया है अंशकालिक नौकरी के लिए गया और समाज में कई समस्याओं को संभाला लेकिन सब कुछ विदेश चला गया वहां एक साल के लिए काम किया अब कोयम्बटूर में काम कर रहा है अब एक अवसर मिला विदेश में काम करने के लिए सब कुछ होता है क्योंकि मैं दूसरों पर निर्भर नहीं हूं फिर भी मैं स्वतंत्र हूं	Non-anti-LGBT+ content	eng_hin
86	सच में दिल पिघलता है	Non-anti-LGBT+ content	eng_hin
87	शारीरिक रूप से लड़की लेकिन मानसिक रूप से लड़का	Non-anti-LGBT+ content	eng_hin
88	अन्ना .... आपके वीडियो के लिए मेरी और मेरे परिवार की ओर से सलाम टीएमपी टीमों को सलाम	Non-anti-LGBT+ content	eng_hin
89	तो एक दिन सबको मरना है	Non-anti-LGBT+ content	eng_hin
90	हाय दोस्त कॉलमे	Non-anti-LGBT+ content	eng_hin
91	सुपर भाई यह मेरा निरीक्षण है	Non-anti-LGBT+ content	eng_hin
92	वाह लतीफ की एक्टिंग भी बहुत अच्छी और सच्ची है..	Non-anti-LGBT+ content	eng_hin
93	सेमा भाषण मैं एलजीबीटी समुदाय का समर्थन करता हूं	Non-anti-LGBT+ content	eng_hin
94	यह असामान्यताओं के कारण हाइपोथैलेमस के यौन द्विरूपी नाभिक मौजूद हैं	Homophobic	eng_hin
95	सुपर भाई	Non-anti-LGBT+ content	eng_hin
96	मुझे लगता है कि आप भी गे हैं....ये आप फीलिंग के साथ कह रहे हैं...आपकी आवाज ऐसे होने के लिए...	Homophobic	eng_hin
97	वह कॉन हे?	Non-anti-LGBT+ content	eng_hin
98	दिल तो सबके पास होता है पर कुछ लोगों के पास अच्छी चीज होती है Heart_suit करने की	Non-anti-LGBT+ content	eng_hin
99	जाफर शरीफ	Non-anti-LGBT+ content	eng_hin
100	समलैंगिकता ट्रेंडी नहीं है यह ट्रैजेडी है....भगवान ने ADAM और EVE को बनाया है ADAM और STEVE को नहीं	Homophobic	eng_hin
101	सब कुछ संभव है	Non-anti-LGBT+ content	eng_hin
102	इन साथियों को सार्वजनिक अशांति और अंडरसेंस मामले में पुलिस द्वारा गिरफ्तार किया जाना चाहिए,	Non-anti-LGBT+ content	eng_hin
103	हालांकि हम सभी भारतीय परंपराओं का पालन करते हैं। आज सब कुछ 50% पश्चिमी संस्कृति के साथ मिश्रित है जो अब अपरिहार्य है। यह लोगों की पसंद है कि वे पश्चिमी संस्कृति का पालन करें या नहीं ... अगर हम अपनी संस्कृति में पश्चिमी परंपराओं को मिलाते हैं। फिर हमारे देश में यह कोई बड़ा मुद्दा भी नहीं है... यह हर मानवाधिकार है जिसमें हम हस्तक्षेप नहीं कर सकते और उन्हें परेशान नहीं कर सकते.. यहाँ प्रेम का अर्थ है जो हमेशा जीतता है	Non-anti-LGBT+ content	eng_hin
104	उस आदमी को सलाम! यह वीडियो देखकर वाकई बहुत दुख हुआ	Non-anti-LGBT+ content	eng_hin
105	बहुत अच्छा प्यार	Non-anti-LGBT+ content	eng_hin
106	वाह सेमा सुपर मूवी	Non-anti-LGBT+ content	eng_hin
107	क्या वह चश्मा लड़का समलैंगिक है?	Non-anti-LGBT+ content	eng_hin
108	किसी के लिए यह कहना कि यह सामान्य या स्वाभाविक नहीं है, प्रेम कभी भी अप्राकृतिक नहीं होता। किसी के लिए यह कहना कि भगवान ने पुरुषों को महिलाओं से बनाया, हाँ भगवान ने किया और लेकिन उन विषमलैंगिक पुरुषों और महिलाओं ने जनसंख्या विस्फोट किया और इसलिए भगवान ने पुरुषों को पुरुषों से और महिलाओं को महिलाओं से भी बनाया	Non-anti-LGBT+ content	eng_hin
109	अभिनय वेरा स्तर	Non-anti-LGBT+ content	eng_hin
110	वे बस में सभी को परेशान करते हैं और गुजारे के लिए ऐसा करते हैं	Homophobic	eng_hin
111	मैं जैमनी अन्ना और प्रभा अन्ना के प्यार और मस्ती का इंतजार कर रहा हूं, ऑल बेस्ट और आपके साथी	Non-anti-LGBT+ content	eng_hin
112	आदर_जोड़े_हाथ_लाल_हृदय	Non-anti-LGBT+ content	eng_hin
113	रियली वेरी वेरी नेक हार्ट पर्सन अक्का... red_heartbeat_heart_heart_excream	Non-anti-LGBT+ content	eng_hin
114	वाह बहुत प्यारी चॉकलेट बार चॉकलेट बार अवाक चेहरा_ब्लोइंग_ए_किस फेस_ब्लोइंग_ए_किस	Non-anti-LGBT+ content	eng_hin
115	मैं आपका सम्मान करता हूं ... लेकिन मैं आप सभी से नफरत करता हूं ... मेरे विचार में .... यह प्रकृति का विरोध है .... यह विज्ञान की अतिवृद्धि है, विज्ञान की वृद्धि से अधिक है।	Homophobic	eng_hin
116	पंक्ति का अंत सुपर नानबा	Non-anti-LGBT+ content	eng_hin
117	रियली अवंगा ग्रेट एवलो जेनुइन आह पेसरंगा.. उन्हें शत शत नमन	Non-anti-LGBT+ content	eng_hin
118	रुको क्या मीरा सच में ट्रांस है???	Non-anti-LGBT+ content	eng_hin
119	आपका अभिनय नफरत करता है	Non-anti-LGBT+ content	eng_hin
120	कृपया उस मूर्ख की तुलना इस भव्य मूर्ख से न करें !!! क्रोधित_चेहरा क्रोधित_चेहरा	Non-anti-LGBT+ content	eng_hin
121	सबसे पहले उन्हें एक यातना के रूप में मानना ​​​​बंद करें जैसे कि आप उनकी उपस्थिति से असहज महसूस करते हैं, बेहतर है कि उस जगह को छोड़ दें, हालांकि आपके शब्द सही हैं, इसे व्यक्त करने का तरीका कुछ अप्रासंगिक है क्योंकि केवल कुछ ट्रांसवुमन को शिक्षित होने के साथ-साथ एक सुनहरा अवसर मिल रहा है। करियर में अच्छा चमकना उन्हें पसंद है लेकिन ट्रांसवुमेन की एक बड़ी संख्या अभी भी अनपढ़ और अशिक्षित है और सार्वजनिक क्षेत्र में व्यवहार करने के लिए अवसर की कमी और परिपक्वता की कमी के कारण ऐसी घटनाएं हो रही हैं इसलिए कृपया उन्हें गलत न समझें क्योंकि वे ऐसा नहीं कर रही हैं जानबूझकर	Non-anti-LGBT+ content	eng_hin
122	एंथा ओरुला शूट पन्नाथु भाई	Non-anti-LGBT+ content	eng_hin
123	तो क्या abt.it??? woozy_face	Non-anti-LGBT+ content	eng_hin
124	मेरी राय :; निर्णय बेकार है, अवांछित है	Non-anti-LGBT+ content	eng_hin
125	बेवकूफ फिल्म दुनिया में कोई समलैंगिक नहीं है, ये सब उनकी कल्पना है	Homophobic	eng_hin
126	बहुत बहुत धन्यवाद मुरुगन ब्लैक_हार्ट मुझे बस इतना ही चाहिए :)। आप भी खुश रहें :)	Non-anti-LGBT+ content	eng_hin
127	अच्छी अवधारणा.. आई लव टीज़.. आप दोनों महान हैं.. ट्रांसजेंडर लोगों को कई समस्याओं का सामना करना पड़ता है.. वे भी इंसान हैं.. उनका सम्मान करें.. बढ़ते दिल बढ़ते दिल बढ़ते दिल	Non-anti-LGBT+ content	eng_hin
128	डरावनी फिल्में तमिल वाई आईपीडीआई प्रतिक्रिया	Non-anti-LGBT+ content	eng_hin
129	बहुत अच्छे भाई सभी लोगों का सम्मान करते हैं थम्स_अप_लाइट_स्किन_टोन अच्छा काम भाई	Non-anti-LGBT+ content	eng_hin
130	समलैंगिक होना गलत क्यों है. प्रकृति ने भी लोगों को समलैंगिक होने का फैसला किया है। तो कृपया उन्हें भी स्वीकार करें	Non-anti-LGBT+ content	eng_hin
131	रात का खाना बहन भगवान तुम्हें आशीर्वाद परिवार	Non-anti-LGBT+ content	eng_hin
132	कृपया इस फिल्म के गाने अपलोड करें	Non-anti-LGBT+ content	eng_hin
133	जब उन्होंने प्यार के बारे में पूछा तो उनकी मुस्कान देखिए...	Non-anti-LGBT+ content	eng_hin
134	बस इसे महत्व न दें.. किसी की चाहत में घुसना गलत है.. साथ ही एलजीबीटी को बढ़ावा न दें... पश्चिमी देशों में यह नाकामी है और मानवता को खत्म करने की क्षमता रखती है..	Homophobic	eng_hin
135	मैं इस पत्रकार पर एक शॉर्ट फिल्म करने के लिए तैयार हूं। उत्पादकों की जरूरत है।	Non-anti-LGBT+ content	eng_hin
136	बहुत बढ़िया वीडियो अगर हम उनका समर्थन नहीं कर सकते तो उन्हें सिर्फ सम्मान भी दें	Non-anti-LGBT+ content	eng_hin
137	थोड़ा अधिक भावुक, लेकिन फिर भी... एक अच्छा प्रयास।	Non-anti-LGBT+ content	eng_hin
138	हाँ मुझे भी	Non-anti-LGBT+ content	eng_hin
139	आप भगवान की रचना का सम्मान करने वाले उच्च गुणवत्ता वाले और बुद्धिमान व्यक्ति हैं। ईश्वर आपको अपने रहस्योद्घाटन के लिए आशीर्वाद दे।	Non-anti-LGBT+ content	eng_hin
140	यदि आप कृपया मुझे लिंक साझा करें।	Non-anti-LGBT+ content	eng_hin
141	एलजीबीटी समुदाय के लिए यह एक बड़ा तोहफा है, बहुत-बहुत धन्यवाद	Non-anti-LGBT+ content	eng_hin
142	मैं वास्तव में पत्रकार के सामने आपके व्यवहार की सराहना करता हूं, बोल्ड, आपने कभी जाल में महसूस नहीं किया	Non-anti-LGBT+ content	eng_hin
143	सरल प्रिय। केवल तमिल साहित्य में ही नहीं, अधिकांश लोकप्रिय प्राचीन संस्कृतियों ने महिलाओं के बारे में एक ही बात कही और अधिकांश लोकप्रिय रूप से स्थापित धर्म ने महिलाओं के बारे में एक ही बात कही। वास्तविकता से ऐसा कोई साहित्य नहीं है जो समलैंगिकता का समर्थन करता हो। आप जरा सोचो। क्या आपने कभी दो समलैंगिकों की कहानी सुनी है? मैं उसके खिलाफ नहीं हूं। मुझे उसके बोलने के तरीके से नफरत है।	Non-anti-LGBT+ content	eng_hin
144	पावम रोमपा नल्ला अक्का।मुझे तुम पर गर्व है।	Non-anti-LGBT+ content	eng_hin
145	यह बहुत जानकारीपूर्ण था। अच्छा काम दा साइन_ऑफ_द_हॉर्न्स_मीडियम-लाइट_स्किन_टोन	Non-anti-LGBT+ content	eng_hin
146	इस फिल्म का न तो उचित अंत है और न ही कोई संदेश। ऐसा लगता है कि सिर्फ एलजीबीटी हॉट टॉपिक है, उन्होंने लाइक एन व्यूज पाने के लिए बस एक फिल्म बनाई। दरअसल, कुछ मायनों में यह फिल्म गलत है। अपने साथी से नाता तोड़ कर उसने दूसरे आदमी के दिल और सपनों को तोड़ दिया। और किसी लड़की से शादी करके उसका भी जीवन खराब कर देगा जो कतई स्वीकार्य नहीं है। अगर उनमें सच बोलने की हिम्मत नहीं है तो ठीक है, लेकिन कम से कम शादी को ना कहने का साहस तो होना ही चाहिए।	Non-anti-LGBT+ content	eng_hin
147	रेलवे पुलिस में शिकायत पनीना कूड़ा अवंगा अपदीथन, नींगा पोरुथुकोंगानु सोलरंगा। मेरे पास अनुभव था।	Non-anti-LGBT+ content	eng_hin
148	वह वास्तव में अधिक सुंदर दिखती है और केवल लड़की की तरह दिखती है...	Non-anti-LGBT+ content	eng_hin
149	मित्रा एस  tq अक्का आपकी पढ़ाई के लिए शुभकामनाएं और भगवान आपको ढेर सारी खुशियां देंगे	Non-anti-LGBT+ content	eng_hin
150	एनक्रोड त्रिंकोमाली क्या आप एक लड़की हैं.. टिप्पणी इस वीडियो पर आधारित है	Non-anti-LGBT+ content	eng_hin
151	मैं 38 साल का हूँ, समलैंगिक पुरुष। इस फिल्म ने पूरे समय मेरी आंखों में आंसू लिए... इस दोहरी जिंदगी को जीने के लिए मैं अंदर से दुखी हूं.. मेरी आत्मा अब सुन्न है... दुनिया निष्पक्ष हो और प्यार मुक्त हो... मैं बहुत देर तक रुका रहा स्वीकार किए जाने की लालसा...शानदार कोशिश दोस्तों; कम से कम मुझे उम्मीद है कि आने वाली पीढ़ी स्वीकार करने वाली और खुले विचारों वाली होगी...	Non-anti-LGBT+ content	eng_hin
152	उपशीर्षक में ट्रांसजेंडर का उल्लेख न करें	Non-anti-LGBT+ content	eng_hin
153	विग्नेश	Non-anti-LGBT+ content	eng_hin
