	text	category	ln
18	ലോകത്തിന്റെ വെളിച്ചമായ ഈശോയേ, അങ്ങയെപ്പോലുള്ള ആത്മജ്ഞാനം ഇല്ലാത്തവർ അജ്ഞരും ചാണകവും ഗോമൂത്രവും ഭക്ഷിക്കുന്നവരുമാണ്.	Non-anti-LGBT+ content	eng_ml
19	എനിക്കൊരു അഭ്യർത്ഥനയുണ്ട് സുഹൃത്തുക്കളെ... ഈ ട്രാൻസ്‌സെക്ഷ്വൽ കാണുന്നവർ ഞങ്ങളുടെ അടുത്ത് വന്ന് സഹായം ചോദിക്കുന്നതിന് മുമ്പ് ദയവായി സഹായിക്കൂ....ഞങ്ങളെങ്കിലും ആ ബഹുമാനം red_heart ചെയ്യും	Non-anti-LGBT+ content	eng_ml
20	എനിക്ക് ഹിന്ദി മുഖം_വിത്ത്_മെഡിക്കൽ_മാസ്ക് അറിയില്ല	Non-anti-LGBT+ content	eng_ml
21	ഇത്രയും നല്ല ജോലി ചെയ്തതിന് നന്ദി	Non-anti-LGBT+ content	eng_ml
22	ദയവായി എനിക്ക് അഭിപ്രായം പറയൂ.	Non-anti-LGBT+ content	eng_ml
23	അമ്മയുടെ ട്രാൻസ്‌ജെൻഡർ ഫോൺ	Non-anti-LGBT+ content	eng_ml
24	BSM നിങ്ങൾക്ക് ലെസ്ബിയൻസ് ഇഷ്ടമാണോ?	Non-anti-LGBT+ content	eng_ml
25	ഒരാൾക്ക് ഒരു ഹിറ്റ് വാങ്ങി വെറുതെയിരിക്കാൻ കഴിയുമോ? അവനോട് ചോദിക്കുന്നത് ക്രൂരമാണോ? മുട്ടബുണ്ട മകൻ	Non-anti-LGBT+ content	eng_ml
26	ഒരു കാൾ ചെയ്യുക	Non-anti-LGBT+ content	eng_ml
27	BSM നിങ്ങൾ എല്ലാ ദിവസവും അത് ചെയ്യാറുണ്ടോ? ആർക്കും. ആ സമയത്ത് നിങ്ങളുടെ ഭർത്താവ് എന്ത് ചെയ്യും?	Non-anti-LGBT+ content	eng_ml
28	തമിഴിൽ ജോസ് മോർഫിൻ	Non-anti-LGBT+ content	eng_ml
29	സുബാഷ് ബോസ് ജീവിതം മക്കളെ മാത്രമാണോ...???	Non-anti-LGBT+ content	eng_ml
30	എനിക്കും ആ ചിന്തയുണ്ട്	Non-anti-LGBT+ content	eng_ml
31	സ്വവർഗരതിയോ സ്വയംഭോഗമോ ശ്രേഷ്ഠമായ സംസ്കാരമോ വ്യക്തിസ്വാതന്ത്ര്യമോ അല്ല. അത് പ്രകൃതിയോടും ദൈവത്തോടുമുള്ള പാപമാണ്. സ്ത്രീയും പുരുഷനും ഒന്നിക്കണമെന്നും അതിനാൽ സന്താനോല്പാദനം നടത്തണമെന്നുമാണ് ദൈവിക നിയമം.അത് മാറ്റുന്നത് പാപമാണ്. കോടതിയെ അതിന് അനുവദിക്കുന്നത് മനുഷ്യരാശിയുടെ നാശത്തിലേക്കുള്ള യാത്രയാണ്. ക്രിസ്തുമതം ഇതിനെ ശക്തമായി അപലപിക്കുന്നു. നീതിന്യായ വ്യവസ്ഥയ്ക്കായി നമുക്ക് പ്രാർത്ഥിക്കാം, രാഷ്ട്രം വിശുദ്ധീകരിക്കപ്പെടും! ആമേൻ	Homophobic	eng_ml
32	ഷാഗുൽ ഹമീദ് ഷാഗുൽ ദേയ് തുളുക്കാ യേ...തീർത്തു...	Non-anti-LGBT+ content	eng_ml
33	നിങ്ങൾ എന്ത് പറഞ്ഞാലും അത് പുരുഷനോട് സ്ത്രീയാണെന്ന് ഞങ്ങൾ ചോദിക്കാൻ പോകുന്നില്ല. വേറെ പണിയുണ്ടെങ്കിൽ ആളുകളേ നോക്കൂ.	Homophobic	eng_ml
34	തിരുനംഗൈ റിവ്യൂ ട്രാൻസ്ജെൻഡർ	Non-anti-LGBT+ content	eng_ml
35	അതാണ് രസം	Non-anti-LGBT+ content	eng_ml
36	ഇത് വളരെ മോശമായ പ്രവൃത്തിയാണ്.അമ്മയും അച്ഛനും രണ്ടാണ്.	Homophobic	eng_ml
37	സുഹൃത്തേ, സൂപ്പർ സൂപ്പർ, നിങ്ങളുടെ കഴിവിന് അഭിനന്ദനങ്ങൾ	Non-anti-LGBT+ content	eng_ml
38	ഗംഭീരം സഹോദരാ ഗംഭീര തംബ്‌സ്_അപ്പ് റെഡ്_ഹാർട്ട് തംബ്‌സ് അപ്പ്	Non-anti-LGBT+ content	eng_ml
39	നിങ്ങൾ ഒരു സുന്ദരിയായ പെൺകുട്ടിയാണ്, പുഞ്ചിരിക്കുന്ന_മുഖം_ഹൃദയം-കണ്ണുകൾ ചിരിക്കുന്ന_മുഖം_ഹൃദയം-കണ്ണുകളുള്ള സ്ത്രീ_നൃത്തം ചെയ്യുന്ന സ്ത്രീ_നൃത്തം	Non-anti-LGBT+ content	eng_ml
40	ധർമ്മലിംഗം ബൂമിനാഥൻ  കടലൂർ ജില്ല	Non-anti-LGBT+ content	eng_ml
41	ദൈവം നിങ്ങളോടൊപ്പമുണ്ടാകും.	Non-anti-LGBT+ content	eng_ml
42	പച്ച കളർ ജാക്കറ്റ് ദിവ്യ.. ചന്ദ്രനെ നോക്കൂ.. അവളെ കണ്ടിട്ട് പോയാൽ ചോറ് കിട്ടില്ല. ദിവ്യ.തിരുപ്പൂർള .കട്ടപഞ്ചായത്ത്.പന്ന..പി*** വെട്ടും.	Non-anti-LGBT+ content	eng_ml
43	ആ മനസ്സ് സാർ കർത്താവ് മനുഷ്യൻ_തളിഞ്ഞ് സല്യൂട്ട് ബ്രോ ഹസ്തദാനം	Non-anti-LGBT+ content	eng_ml
44	അർത്ഥനാരീശ്വരരായ നിങ്ങളെല്ലാവരും ഇത് ഒരുനാൾ അറിയും. അതുവരെ കാത്തിരിക്കൂ. നല്ലത് സംഭവിക്കുമെന്ന് നമുക്ക് ചിന്തിക്കാം.	Non-anti-LGBT+ content	eng_ml
45	ആങ്ങ വേലൈനാ ഈ അഡ്മിൻ ലോലായി....	Non-anti-LGBT+ content	eng_ml
46	കണ്ണഞ്ചിപ്പിക്കുന്ന പോസ്റ്റ് നിങ്ങൾ ഒരു ആൺകുട്ടിയാണോ?	Non-anti-LGBT+ content	eng_ml
47	അവസാനം തുടങ്ങിയിരിക്കുന്നു	Homophobic	eng_ml
48	അവ വളരെ നിഘണ്ടുവാണ്. പോലീസ് നടപടിയെടുക്കണം	Non-anti-LGBT+ content	eng_ml
49	ഒരു ജീവിയും സ്വന്തം രാജവംശത്തെ നശിപ്പിച്ചിട്ടില്ല. യുക്തിയുണ്ടെന്ന് അവകാശപ്പെടുന്ന മനുഷ്യവംശം, എല്ലാ അംഗീകാരത്തോടെയും സ്വയം നശിപ്പിക്കുകയും നശിപ്പിക്കുകയും ചെയ്യുക എന്ന മഹാപാപം ചെയ്യാൻ ആഗ്രഹിക്കുന്നു. അമ്മ തന്റെ കുഞ്ഞിനോട് കാണിക്കുന്ന ക്രൂരതയെക്കുറിച്ച് നമ്മൾ നേരത്തെ കേട്ടിട്ടുണ്ട്. ഇനിയും എത്ര ഭീകരമായ ക്രൂരതകളും പകർച്ചവ്യാധികളും നമ്മുടെ നാട്ടിൽ വരും	Homophobic	eng_ml
50	നിങ്ങൾ അൽപ്പം വിതയ്ക്കാൻ തുടങ്ങിയിരിക്കുന്നു	Non-anti-LGBT+ content	eng_ml
51	ഒരു ജയിൽ സെൽ നിങ്ങളെ ഒരു ദിവസം കാത്തിരിക്കുന്നു മകന്റെ ലൈംഗികതയ്ക്ക് 5 മിനിറ്റ് മാത്രം മതി, എന്നാൽ വിശുദ്ധി നിന്നിൽ നിന്ന് വളരെ അകലെയാണ്	Non-anti-LGBT+ content	eng_ml
52	താങ്കൾ പറയുന്നത് എനിക്ക് മനസ്സിലാകുന്നില്ല, തമിഴിൽ പറഞ്ഞാൽ നന്നായിരിക്കും, നന്ദി	Non-anti-LGBT+ content	eng_ml
53	നശിക്കാനുള്ള പരമമായ മാർഗമാണ് നസാമ. അത് ദൈവത്തിന്റെ ഏറ്റവും വലിയ പാപമാണ്. അങ്ങനെയാണ് ദൈവം സോദോമിനെയും ഗൊമോറയെയും സോദോമിന്റെയും ഗൊമോറയുടെയും മണ്ണിൽ പൊടിയാക്കിയത്. ഇനി കൊറോണ പോലൊരു നാശം ഉണ്ടാകാതിരിക്കാൻ അതിനെ നിയമപരമായി തെറ്റ് എന്ന് വിളിക്കാം. സോദോമിന്റെയും ഗൊമോറയുടെയും നാശത്തിന്റെ തെളിവുകൾ ഭൂമിയിലുണ്ട്.	Homophobic	eng_ml
54	തോളിൽ ചാരി നിൽക്കുന്നവൻ, സുഹൃത്ത് നെഞ്ചിൽ ചാരി, ഭാര്യ വയറ്റിൽ ചാരി, അവകാശികൾ ജീവിതത്തിൽ പ്രധാനമാണ്.	Non-anti-LGBT+ content	eng_ml
55	ചിരിക്കാത്ത ഇടനിലക്കാരനെ ഓർത്ത് വിഷമിക്കണ്ട.. മകനേ, നീ മാത്രം പുഞ്ചിരിക്കുന്ന ആ അമ്മയുടെ മുഖത്ത്_സന്തോഷം	Non-anti-LGBT+ content	eng_ml
56	നിങ്ങൾക്ക് വളരെ മനോഹരമായ ഒരു പുഞ്ചിരിയുണ്ട്	Non-anti-LGBT+ content	eng_ml
57	കാതറിൻ.. അവർ എവിടെ നിന്നാണ്....തിരുക്കോയിലൂർ..	Non-anti-LGBT+ content	eng_ml
58	നല്ല സ്പെഷ്യൽ ഫാഷൻ എക്സ്പ്രഷൻ.... പുഞ്ചിരിക്കുന്ന_മുഖം_ഹൃദയം-കണ്ണുകൾ	Non-anti-LGBT+ content	eng_ml
59	v v ഇതൊക്കെ കാണുമ്പോൾ നമ്മളെല്ലാവരും ഗ്രാമം ഭരിക്കുക എന്നത് വിചിത്രമാണ്.	Non-anti-LGBT+ content	eng_ml
60	ഈ ശനിയെ പെട്രോൾ ഒഴിച്ച് കത്തിക്കും.ഇവരെ ഏത് സെല്ലിൽ പൂട്ടും എന്നറിയാതെ കുഴങ്ങുകയാണ് പോലീസ്.	Non-anti-LGBT+ content	eng_ml
61	അപേക്ഷിക്കുന്ന_മുഖം ഉച്ചത്തിൽ_കരയുന്ന_മുഖം തംബ്സ്_അപ്പ്_ഇടത്തരം-ഇളം_ചർമ്മം_നിറം	Non-anti-LGBT+ content	eng_ml
62	ബ്രാഹ്മണർ നിങ്ങളെ കത്തിയുമായി വിളിച്ചാൽ നിങ്ങൾ തിരിഞ്ഞു പ്രതലിനെ ഉപേക്ഷിക്കുമോ?	Non-anti-LGBT+ content	eng_ml
63	എന്തു പറ്റി, എല്ലാവരും, ബാർഡ് എടുക്കാൻ തുടങ്ങൂ	Non-anti-LGBT+ content	eng_ml
64	എന്തിനാ വായ ഇങ്ങനെ കോമാളി_മുഖം	Non-anti-LGBT+ content	eng_ml
65	റിയലിസ്റ്റിക് സംസാരവും മനഃശാസ്ത്ര പരിജ്ഞാനവും ഉള്ള സെന്നിലാ, 50 വയസ്സിൽ സംസാരിക്കാം, ചെറുപ്പത്തിൽ തന്നെ രംഭ പ്രാക്ടിക്കല സംസാരിക്കാം.	Non-anti-LGBT+ content	eng_ml
66	ആരെയും നിർബന്ധിക്കാത്ത ഏത് ബന്ധവും തെറ്റാണ്	Non-anti-LGBT+ content	eng_ml
67	സ്വവർഗരതി തെറ്റല്ല... അവർ ജീവിക്കട്ടെ... രാജ്യത്തിന് ഒരു നഷ്ടവുമില്ല	Non-anti-LGBT+ content	eng_ml
68	ധൂ സ്പീക്കിംഗ്_തല വിയർപ്പ്_തുള്ളികൾ പൊതുസമൂഹത്തെ മയക്കുന്ന ഇതുപോലെയുള്ള ഒരു ദിവസമാണ്... man_facepalming	Non-anti-LGBT+ content	eng_ml
69	അത് വിദേശ ഗൂഢാലോചനയാണ്. എക്കാലത്തെയും മോശമായ ആക്രമണമാണിത്. സ്ത്രീകൾ എങ്ങനെയാണ് ഇതിനെ പിന്തുണയ്ക്കുന്നതെന്ന് എനിക്ക് മനസ്സിലാകുന്നില്ല. ഒരു കമ്പ്യൂട്ടർ കമ്പനിയിൽ പഠിക്കുകയും ജോലി ചെയ്യുകയും ചെയ്യുന്ന സ്ത്രീകൾക്കും പുരുഷന്മാർക്കും മാത്രമേ പിന്തുണയുള്ളൂ. ഇവരെല്ലാം പണത്തിനു വേണ്ടി വിദേശ സംസ്കാരത്തിന്റെ അടിമകളാണ്.	Homophobic	eng_ml
70	Sathiya Seelan എല്ലാ ക്രിസ്ത്യൻ രാജ്യങ്ങളും വിവാഹം അംഗീകരിച്ചു..നാട്ടിൽ മതന്യൂനപക്ഷമുള്ളപ്പോൾ ലിംഗ ന്യൂനപക്ഷം പാടില്ലേ?? 5 ജഡ്ജിമാർ അറിയാത്ത തെറ്റ് നമുക്കറിയാമോ?????????	Non-anti-LGBT+ content	eng_ml
71	വിവാഹം കഴിച്ചിട്ടില്ല. ഉന്നത വിദ്യാഭ്യാസ വിദ്യാർത്ഥി	Non-anti-LGBT+ content	eng_ml
72	എന്റെ ഫോണ് ഞാൻ നിങ്ങൾക്ക് ഒരു വാട്ട്‌സ്ആപ്പ് സന്ദേശം അയച്ചിട്ടുണ്ട്	Non-anti-LGBT+ content	eng_ml
73	ശിവ ശിവയുടെ നമ്പർ അയക്കൂ, നമുക്ക് വാട്സാപ്പിൽ സംസാരിക്കാം.	Non-anti-LGBT+ content	eng_ml
74	പ്രകൃതി മാറ്റാൻ പാടില്ല.	Homophobic	eng_ml
75	ആ മനസ്സാണ് ഭഗവാൻ.	Non-anti-LGBT+ content	eng_ml
76	മനുഷ്യന് ചെയ്യാൻ കഴിയുന്നതെല്ലാം ന്യായവിധി നാളിൽ വിധിക്കപ്പെടും, ആരും രക്ഷപ്പെടുകയില്ല.	Homophobic	eng_ml
77	ആണും പെണ്ണും എന്തിനു വേണ്ടി സൃഷ്ടിച്ചു എന്നതിനുള്ള പ്രതികരണമായതിനാൽ ഈ സ്വവർഗരതി പാഴാകും....ഒന്നും ഇല്ലാത്ത ഈ അനുചിതമായ ലിംഗ ആകർഷണം കൊണ്ട് എന്ത് സംഭവിക്കും....ആൺ പെൺ ബീജസങ്കലനം മാനസികമായും ഗുണം ചെയ്യും.	Homophobic	eng_ml
78	പൊതുജനങ്ങളെപ്പോലെ അവർക്കും ശിക്ഷാ നിയമം കൊണ്ടുവരും	Non-anti-LGBT+ content	eng_ml
79	നിങ്ങളുടെ മൊബൈൽ	Non-anti-LGBT+ content	eng_ml
80	വാട്‌സ്ആപ്പിൽ മാത്രമല്ല ട്രാൻസ്‌ജെൻഡർ ചിന്താഗതിയുള്ളവർക്ക് വന്ന് ചാറ്റ് ചെയ്യാം	Non-anti-LGBT+ content	eng_ml
81	ഇതുപോലെ ആണും പെണ്ണും കള്ളന്മാരുണ്ട്. അതുകൊണ്ടാണ് എല്ലാവരും കള്ളന്മാരാണെന്ന് പറയാൻ പറ്റാത്തത്.അതുപോലെ തന്നെ ട്രാൻസ്ജെൻഡേഴ്സിന്റെ ഇടയിലും ചില കള്ളന്മാരുണ്ട്, അവരെയെല്ലാം കുറ്റം പറയരുത്.	Non-anti-LGBT+ content	eng_ml
82	പ്രകൃതിക്ക് എതിരായി ചെയ്യുന്ന ഏതൊരു കാര്യത്തിനും ഗുരുതരമായ പ്രത്യാഘാതങ്ങൾ ഉണ്ടാകും	Homophobic	eng_ml
83	ആ സഹോദരിക്ക് നല്ല മനസ്സുണ്ട്	Non-anti-LGBT+ content	eng_ml
84	സഹോദരാ, നിങ്ങൾ ഏത് നഗരത്തിൽ നിന്നാണ്?	Non-anti-LGBT+ content	eng_ml
85	അഭിനന്ദനങ്ങൾ ബ്രോ!!! സമൃദ്ധമായി ജീവിക്കൂ!!!	Non-anti-LGBT+ content	eng_ml
86	സാമി സാമി നീ സാമി	Non-anti-LGBT+ content	eng_ml
87	കേന്ദ്ര സർക്കാരോ സംസ്ഥാന സർക്കാരോ ശരിയല്ല. പരുന്തിന്റെ വായ പിളർന്നിരിക്കുന്നു	Non-anti-LGBT+ content	eng_ml
88	ദൈവമേ, എന്താണ് ഈ ക്രൂരത?	Non-anti-LGBT+ content	eng_ml
89	ജാതി-മത മുദ്രാവാക്യം വിളിക്കുന്നത് പ്രകൃതിവിരുദ്ധമാണ്.	Non-anti-LGBT+ content	eng_ml
90	യാചകരെ കൂട്ടിക്കൊണ്ടുപോയി സംസാരിക്കുന്നു, റെയിൽവേ പോലീസ് ഉറങ്ങുകയാണോ, ആളുകളേ, തമാശ പറയരുത്, ഞങ്ങൾക്ക് എന്താണ് പറ്റിയത്, നാളെ നിങ്ങൾക്കും ഇത് സംഭവിച്ചേക്കാം.	Non-anti-LGBT+ content	eng_ml
91	ഒരു മനുഷ്യനെ പരിചയപ്പെട്ടതിൽ എനിക്ക് ഒരു സന്തോഷമായിരുന്നു.എനിക്ക് 46 വയസ്സായി.ഇല്ല, അയാൾക്ക് 60 വയസ്സായി എന്ന് ഞാൻ ചിന്തിച്ചു, പക്ഷേ അവൻ എന്റെ ലിംഗത്തിൽ തടവാൻ തുടങ്ങി, അത് നന്നായി തോന്നി. അവൻ അത് ഇറക്കി പെട്ടിയിലാക്കി അടി തുടങ്ങി	Non-anti-LGBT+ content	eng_ml
92	ചെറുപ്പത്തിൽ, അവർ അവരുടെ മനസ്സ് മാറ്റി, മതം മാറുന്നതിന് മുമ്പ് അവർ എങ്ങനെയാണെന്ന് കാണിച്ച് പണം സമ്പാദിക്കുന്നു.	Transphobic	eng_ml
93	ട്രാൻസ്ജെൻഡർ സഹോദരി സൂപ്പർ	Non-anti-LGBT+ content	eng_ml
94	നിലത്തു_തറയിൽ_ചിരിക്കുന്ന_നിങ്ങൾക്ക് എന്ത് ചെയ്യാൻ കഴിയും?	Non-anti-LGBT+ content	eng_ml
95	Mohamed Sameer നിങ്ങൾ മൊഹമ്മദിന്റെ പൂർണ്ണ അനുയായി അല്ലെങ്കിൽ നിങ്ങൾ ഒരു മുസ്ലീം അല്ല...	Non-anti-LGBT+ content	eng_ml
96	അമ്മയ്ക്ക് ഒരു പറയ മനസു	Non-anti-LGBT+ content	eng_ml
97	ഏത് ജില്ല. കടലൂർ	Non-anti-LGBT+ content	eng_ml
98	ഈ ലോകത്തിലെ പ്രകൃതിദത്തമായ വസ്തുക്കളെ കാണുന്ന സ്വഭാവം മനുഷ്യരാശിക്കില്ല, താൻ ബുദ്ധിമാനാണെന്ന് കരുതുന്ന ഒരു മൃഗമാണ് മനുഷ്യൻ.	Non-anti-LGBT+ content	eng_ml
99	ഇതെല്ലാം പ്ലാൻ ചെയ്ത് സെറ്റ് പന്നി ആക്ട് ആണ്	Non-anti-LGBT+ content	eng_ml
100	പോലീസ് നടപടിയെടുക്കണം	Non-anti-LGBT+ content	eng_ml
101	ഒന്നും കുടിക്കണ്ട... പോയി നക്കി കുടിക്ക്	Non-anti-LGBT+ content	eng_ml
102	യോഗിനി അമ്മു ശരി_കൈ ശരി_കൈ ശരി_കൈ നിങ്ങൾ പറഞ്ഞത് ശരിയാണ്...	Non-anti-LGBT+ content	eng_ml
103	നിങ്ങൾ സംസാരിക്കുന്ന രീതി വളരെ മനോഹരമാണ്	Non-anti-LGBT+ content	eng_ml
104	ഹോസ്റ്റലിൽ വെച്ച് സുഹൃത്തിനെ കാണുകയും അവനുമായി ലൈംഗിക ബന്ധത്തിൽ ഏർപ്പെടുകയും ചെയ്യുമ്പോൾ എനിക്ക് 20 വയസ്സായിരുന്നു.. അവനുമായുള്ള പ്രണയം പ്രണയമാണെന്ന് ഞാൻ കരുതി, പക്ഷേ പിന്നീട് അത് തെറ്റാണെന്ന് എനിക്ക് മനസ്സിലായി, എനിക്ക് സെക്‌സിന് ഒരു സുന്ദരനായ പങ്കാളിയെ ലഭിച്ചു, പക്ഷേ എനിക്ക് ഒരു നല്ല സുഹൃത്തിനെ നഷ്ടപ്പെട്ടു. ഒരുപാട് നേടൂ പക്ഷെ നിങ്ങൾക്ക് ഒരു നല്ല സുഹൃത്തിനെ കിട്ടില്ല കൈകൾ മടക്കി	Non-anti-LGBT+ content	eng_ml
105	മരിക്കുന്ന ഈ ശരീരത്തിലേക്ക് സ്നേഹം വരുന്നില്ല എന്ന് ഞാൻ മനസ്സിലാക്കുന്നു.ആയിരം ഹൃദയത്തിന്_അമ്പുള്ള_ഹൃദയത്തിന്_അമ്പ്_ഹൃദയത്തോടെ_അമ്പടയാളം	Non-anti-LGBT+ content	eng_ml
106	എന്ത് പറ്റി, വരൂ, എല്ലാവരും പോയി സൺ ടിവി എപ്പിസോഡ് മാറ്റൂ.....	Non-anti-LGBT+ content	eng_ml
107	ബ്രോ, ബ്രോ, താങ്കളുടെ ചാനൽ കൊള്ളാം ബ്രോ, നല്ല കമന്റുകൾ വരുന്നുണ്ട്, ബ്രോ നിങ്ങൾ സൂപ്പർ ആണ്.	Non-anti-LGBT+ content	eng_ml
108	ചോദ്യങ്ങൾക്കൊന്നും ഉത്തരം പറഞ്ഞില്ല	Non-anti-LGBT+ content	eng_ml
109	എല്ലാ ട്രെയിനുകൾക്കും ഈ സഹായികളുടെ അക്രമം താങ്ങാനാവുന്നില്ല.റെയിൽവേ പോലീസ് ഡിപ്പാർട്ട്‌മെന്റിന് ഇത് ഇല്ലാതാക്കാൻ കഴിയില്ലേ?	Transphobic	eng_ml
110	തമിഴ്‌നാട്ടിലെ സിംഹികളിൽ ഒരാൾ കൈകൾ മടക്കി കൈകൾ മടക്കി കൈകൾ മടക്കി.	Non-anti-LGBT+ content	eng_ml
111	ശരിക്കും ഹൃദയസ്പർശിയായ സംഭവം... ട്രാൻസ്‌ജെൻഡേഴ്‌സ് ആണ് ഉന്നതർ.. അവർക്ക് പരിധിയില്ലാത്ത മനുഷ്യത്വവും വാത്സല്യവും സ്നേഹവും സ്വഭാവവുമുണ്ട്... രാജകീയ സൊലൂട്ട് കൂപ്പുകൈകൾ	Non-anti-LGBT+ content	eng_ml
112	പുരുഷൻ, സ്ത്രീ ഇടപെടൽ പോലെ, പുരുഷൻ, പുരുഷൻ, സ്ത്രീ, സ്ത്രീ ഇടപെടൽ എന്നിവയും സാധാരണമാണ്. നമ്മളെപ്പോലെയുള്ള വികാരങ്ങൾ അവർക്കും ഉണ്ട്. അവർ കൃഷി ചെയ്യേണ്ട ഒന്നായിരുന്നില്ല അത് അവരുടെ സ്വഭാവത്തിൽ വന്നതാണ്. അതിനെ മാനിക്കുന്നതിൽ തെറ്റില്ല!!! ശീലങ്ങൾ വേറെ, പ്രകൃതി വേറെ...	Non-anti-LGBT+ content	eng_ml
113	ഈ ലോകത്തെ സംബന്ധിച്ചിടത്തോളം ട്രാൻസ്‌ജെൻഡറുകൾ ജീവിക്കുന്നു സുഹൃത്തേ.... എല്ലാ ട്രാൻസ്‌ജെൻഡർ അമ്മമാരും സഹോദരിമാരും സഹോദരന്മാരും ഞാൻ നിങ്ങളെ സ്നേഹിക്കുന്നു thumbs_up thumbs_up thumbs_up thumbs_up thumbs_up birthday_cake	Non-anti-LGBT+ content	eng_ml
114	Red_heart red_heart red_heart നിങ്ങൾ ഈ വികാരം പുറത്തെടുക്കുന്ന രീതി	Non-anti-LGBT+ content	eng_ml
115	ആരാണ് അവൻ വില്ലനാണ്	Transphobic	eng_ml
116	രാജ് കുട്ടി അങ്ങനെയാണ്	Non-anti-LGBT+ content	eng_ml
117	നിങ്ങൾ നല്ല മനുഷ്യർക്ക് കാണാവുന്ന ദൈവവും ജാതി മതഭ്രാന്തന്മാർക്ക് സമത്വം ഉയർത്തിപ്പിടിച്ച മനുഷ്യനുമാണ്	Non-anti-LGBT+ content	eng_ml
