	text	category	ln
13	இது மிகவும் இதயத்தைத் தொட்டது அண்ணா கெஞ்சும்_முகம் உடைந்த_இதயம்	Non-anti-LGBT+ content	eng_tam
14	நான் 50 திரைப்படங்களைப் பார்த்ததில்லை, ஆனால் இந்த ஆவணப்படத்தை ரிப்பன் ரெயின்போவுடன் 50 முறை இதயத்தைத் தாக்கியதைப் பார்த்தேன்.	Non-anti-LGBT+ content	eng_tam
15	கவலை வேண்டாம் தம்பி எல்லாம் சரியாகிவிடும்...	Non-anti-LGBT+ content	eng_tam
16	ஏன் திருநங்கை என்று தலைப்பு வைக்கிறீர்கள்? காட்சிகளுக்காகவா?	Non-anti-LGBT+ content	eng_tam
17	கிறிஸ்தவம் ஒரு கிறிஸ்தவரால் நியாயமற்றது, நடைமுறைக்கு மாறானது, உண்மையற்றது	Non-anti-LGBT+ content	eng_tam
18	அவள் பெரிய மடிந்த_கைகள்	Non-anti-LGBT+ content	eng_tam
19	சண்டாள தமிழ் பிறவிகள்	Non-anti-LGBT+ content	eng_tam
20	ஜெய் அண்ணா நடிப்பார்	Non-anti-LGBT+ content	eng_tam
21	Tq மிகவும் மற்றும் உங்கள் எதிர்கால திட்டங்களுக்கு குழு உறுப்பினர்களுக்கு வாழ்த்துக்கள்	Non-anti-LGBT+ content	eng_tam
22	உண்மையிலேயே அருமையான படம்....லத்தீப் போல துணிச்சலான அடிகள் எடுக்க யாரும் தயாராக இல்லை என்று உணர்கிறேன்....	Homophobic	eng_tam
23	நான் ஓரின சேர்க்கையாளர்களை விரும்புகிறேன்	Non-anti-LGBT+ content	eng_tam
24	TRG பெண்கள் நல்ல இதயம்_சூட் இதயம்_சூட் வெற்றி_கை	Non-anti-LGBT+ content	eng_tam
25	ஒரு மாபெரும் புரட்சி தொடங்குகிறது...நான் ஓரின சேர்க்கையாளரா ஆம் நான் ஓரினச்சேர்க்கையாளரே இதை சொல்ல எனக்கு பயமில்லை...	Non-anti-LGBT+ content	eng_tam
26	நிமல் சேவியர் அவர்கள் சிந்திக்கும் திறனை படிப்படியாக குறைக்கிறார்கள். ஒரு யூகம். நான் ஹார்லிக்ஸ் குடிக்கும்போது ஊமையாக உணர்கிறேன், அது போதை.	Non-anti-LGBT+ content	eng_tam
27	தெற்காசியர்களின் இந்த அற்புதமான உண்மைக் கதையைப் பார்க்க ஒவ்வொருவரும் சொல்ல நான் கருத்து சொல்ல வேண்டும், இந்த அழகான கதையைப் பார்த்து நான் என்னைப் பற்றிக்கொள்ளக்கூடிய இந்த அழகான கதையைப் பார்த்து பல முறை அழுது கொண்டிருக்கிறேன். யார் இந்த திரைப்படத்தை உருவாக்கியவர் சிறந்த இதயம். இது சமூகத்திற்கு ஒரு பெரிய அறை.	Non-anti-LGBT+ content	eng_tam
28	கவலைப்படாதே வலுவாக இரு	Non-anti-LGBT+ content	eng_tam
29	அது அவர்களின் சொந்த விருப்பம்	Non-anti-LGBT+ content	eng_tam
30	அவள் மிகவும் அழகாகவும் அபிமானமாகவும் தோற்றமளிக்கிறாள் சூப்பர் மா செல்லம்	Non-anti-LGBT+ content	eng_tam
31	மேடம் பைபிள் படித்தார்	Homophobic	eng_tam
32	தமிழகத்தின் பெருமை!	Non-anti-LGBT+ content	eng_tam
33	அர்ச்சனா ஸ்ரீ, அந்த வகையா?	Non-anti-LGBT+ content	eng_tam
34	கடவுள் அவர்களுக்கு உதவ வேண்டும்	Non-anti-LGBT+ content	eng_tam
35	என்ன நேரடியான பதில் சூப்பர்	Non-anti-LGBT+ content	eng_tam
36	ஹாய் சகோ	Non-anti-LGBT+ content	eng_tam
37	இந்த வீடியோ எனக்கு மிகவும் பிடிக்கும் அண்ணா	Non-anti-LGBT+ content	eng_tam
38	3_இதயங்களுடன்_சிரிக்கும்_முகம் எங்களிடம் உள்ளது	Non-anti-LGBT+ content	eng_tam
39	நீங்க பண்ணா ஆக்ட் மற்றும் அவங்க சொன்னா msgs எல்லாம் சூப்பரா இருந்துது அண்ணா ! சேனல் வேற லெவல் வர போது இன்னும் கொஞ்சம் நாள் லேயே ! திறந்த_கைகளால்_சிரிக்கும்_முகம்_திறந்த_கைகளால்_சிரிக்கும்_முகம் உங்களை வரவேற்கிறோம்! red_heart red_heart வளரும் அடுத்த படிக்கு மிக்க நன்றி....... புன்னகை_முகம்_திறந்த_கைகள்_சிரிக்கும்_முகம்_சிரிக்கும்_கண்கள்	Non-anti-LGBT+ content	eng_tam
40	பெரிய மனிதநேயம் சரி_கை சரி_கை	Non-anti-LGBT+ content	eng_tam
41	என்ன ஒரு திரைப்பட மனிதர் மிகவும் ஆச்சரியமாக இருக்கிறது, இத்தனை நாட்களாக இந்தப் படத்தை தவறவிட்டதால் மிகவும் வருத்தமாக உணர்கிறேன், இந்தப் படத்தின் குழுவினருக்கு வாழ்த்துகள், எல்லாமே சரியானது, சில படங்கள் மட்டுமே முடிவடைந்துவிடக்கூடாது அல்லது படம் இன்னும் பெரிதாக இருந்தால் அது ஒரு உணர்வைத் தருகிறது. என்னுடைய பட்டியலில் நன்றாக இருக்கும் நான் இந்த படத்தை முதலில் வைத்திருப்பேன், நான் கீழே பல கருத்துகளைப் பார்த்தேன், ஆனால் ஒரு அற்புதமான படம் இது உண்மையில் நிறைய பேர் வாழ்க்கையில் நடக்கிறது	Non-anti-LGBT+ content	eng_tam
42	பிரிட்டிஷாரால் கொண்டுவரப்பட்ட பிரிவு 377 இந்தியர்களால் அல்ல. ஐரோப்பாவிலும் அமெரிக்காவிலும் ஓரினச்சேர்க்கை மற்றும் லெஸ்பியன்களுக்கு ஒரு தண்டனை இருந்தது. அவர்கள் கொல்லப்படுவார்கள். ஆம், மேற்கத்தியர்கள் நிறைய நல்ல விஷயங்களைச் செய்தார்கள்.	Non-anti-LGBT+ content	eng_tam
43	அது ஏன் சரியில்லை? காதல் என்பது காதல். இனம், பாலினம் என்ற பாகுபாடின்றி அவர்கள் விரும்பியவரை வாழ அனைவருக்கும் உரிமை இருக்க வேண்டும்.	Non-anti-LGBT+ content	eng_tam
44	உண்மையிலேயே ஒரு சிறந்த வேலை, hats off you guys collision red_heart நூற்_புள்ளிகள் நீங்கள் சமூகத்தில் மிகப்பெரிய விழிப்புணர்வை ஏற்படுத்தியிருந்தீர்கள், மேலும் நீங்கள் ஒரு சிறந்த சாதனைக்கு தகுதியானவர்கள் மற்றும் அதை தொடர்ந்து செய்யுங்கள் red_heart பிரகாசிக்கிறது	Non-anti-LGBT+ content	eng_tam
45	ப்ரோ யூ கிரேட் உங்கள் சமூகப் பணி வெறலவேல் உங்களுக்கு கைகொடுத்து கடவுள் உங்களுக்கு உதவுகிறார் சரி_கை சரி_கை சரி_கை கட்டைவிரலை மேலே மடக்கிய கைகள்	Non-anti-LGBT+ content	eng_tam
46	காதல் என்பது தெரியாத பயணம், கடைசியில் உனக்காக கடலைக் கடப்பேன், தண்ணீரில் நடக்க நேர்ந்தாலும் செய்வேன். ஒரு குறும்படம் என்றாலும், இது மனதைத் தொடும், மனதைக் கவரும் மற்றும் சிறப்பாகச் செய்யப்பட்டுள்ளது, இது ஒரு சிறந்த படம், பெற்றோர்களுக்கும் சமூகத்திற்கும் ஆழ்ந்த கல்வி மற்றும் தனிப்பட்ட செய்தியுடன். இன்றும் கூட, சமூகத்தின் கலாச்சார நம்பிக்கைகள் மற்றும் ஆணையின் பொருட்டு, பலர் மகிழ்ச்சியற்ற திருமணமாக வாழ்கின்றனர். மொத்த நடிகர்களுக்கும், தயாரிப்பாளர், கதை எழுதி இயக்குனருக்கும், நன்றி, நன்று.. முன்னணி நடிகர்களின் சிறப்பான மற்றும் ஆழமான உணர்வுபூர்வமான நடிப்பு, ஒரு சிறந்த தேர்வு. மிகவும் பாராட்டுக்கள்.. ஆழமாக நேசிக்கும் கலை, தேவைப்பட்டால், என் பெற்றோரின் அன்பு மற்றும் மரியாதைக்காக எனது தனிப்பட்ட தியாகம். இது ஒரு மகிழ்ச்சியான முடிவைப் பற்றியது அல்ல, இறுதியில் கதை எவ்வாறு வெளிவருகிறது என்பதைப் பார்க்க வேண்டும். நன்றி .. மேலும் இது போன்ற திரைப்படங்களை எதிர்பார்க்கிறேன்!!!	Non-anti-LGBT+ content	eng_tam
47	நான் ஓரின சேர்க்கையாளர் என்பதில் பெருமை கொள்கிறேன்	Non-anti-LGBT+ content	eng_tam
48	லபியோ ரோஹிதா நன்றி அண்ணா	Non-anti-LGBT+ content	eng_tam
49	ஆண்ட்ரோஜன் உணர்திறன் நோய்க்குறி. மிகவும் அழகாக இருக்கும் பெண்கள் மரபணு ரீதியாக ஆண்களாக இருந்தனர். அவர்கள் பெரும்பாலும் சூப்பர் மாடல்களாக இருப்பார்கள். ஆனால் உண்மையில் அவர்கள் ஆண்கள்	Non-anti-LGBT+ content	eng_tam
50	நல்ல கதை. நல்ல நடிப்பு. ஆனால் உண்மையில் அது சாத்தியமா? லத்தீஃப் நடிப்பு நன்றாக இருக்கிறது. வாழ்த்துகள்	Non-anti-LGBT+ content	eng_tam
51	எங்களுடன் தொடர்பில் இருங்கள், உங்கள் விவரங்களை அல்லது தொலைபேசி எண்ணை மின்னஞ்சலுக்கு அனுப்பவும். Nithy163gmail.com	Non-anti-LGBT+ content	eng_tam
52	நீங்கள் இருபால்/ஓரினச்சேர்க்கை/லெஸ்பியன்/நேராக இருக்கலாம். இது ஒரு வாழ்க்கை முறை மற்றும் பண்பு. உங்கள் துணையிடம் உண்மையாக இருங்கள். அது முக்கியம்.	Non-anti-LGBT+ content	eng_tam
53	பலருக்கு இது போன்ற பகுதிகள் மற்றும் இது போன்ற பிரச்சனைகள் தெரிந்திருக்கலாம் ஆனால் அவர்கள் கவலைப்படுவதில்லை ஆனால் என் கருத்துக்காக நான் ஒரு புள்ளியை கொடுத்துள்ளேன் அவ்வளவுதான்	Non-anti-LGBT+ content	eng_tam
54	மிக்க நன்றி	Non-anti-LGBT+ content	eng_tam
55	சூப்பர் அண்ணா ரொம்ப ஃபீல் அண்ட் வெயிட்டிங் ஹவர் கிளாஸ்_நாட்_டன்	Non-anti-LGBT+ content	eng_tam
56	நான்சி ஜாஸ்மின் உடலுறவுக்காக நேராக நிற்கிறது	Non-anti-LGBT+ content	eng_tam
57	அண்ணா அடுத்த வீடியோ போஸ்ட் பண்ணுங்க நான் காத்திருக்கிறேன்	Non-anti-LGBT+ content	eng_tam
58	லிஃப்டிக் ஹார்ட்_சூட் மற்றும் ஆஷிக் தரையில் உருளும்_சிரிக்கிறார்	Non-anti-LGBT+ content	eng_tam
59	உதவி செய்யும் போது கேமராவை எடுக்க வேண்டாம்	Non-anti-LGBT+ content	eng_tam
60	ஜல்லிக்கட்டுக்காகவும் மற்ற சமூக ஏற்றத்தாழ்வுகளுக்காகவும் சோகமான நேர விரயம் மற்றும் கலாச்சார ஒதுக்கீட்டிற்காக போராடும் போது இந்த முட்டாள்கள் இருந்த இடத்தில் மக்கள் சாப்பிட உணவின்றி பட்டினி கிடக்கிறார்கள்.	Non-anti-LGBT+ content	eng_tam
61	ஹாய் அண்ணா, இதுதா நா முதல் முறை பாக்குரா குறும்பு நிகழ்ச்சி. உண்மையில் Enaku prank show pakrathu pudikathu ஏனெனில் மத்தவங்கள ஏமாத்தி சந்தோசப்படறது ரொம்ப தப்பு. ஆனால் unga channel vidio pakumbothu unmayave nalla irundhuthu மற்றும் nalla message solirundhinga. அனைத்து சிறந்த TMP அணிகளும் கைதட்டல்_கைகள் பூங்கொத்து கைதட்டல்_கைகள் பூங்கொத்து . மேலும் உங்க விடியோ ல லாஸ்ட் ஆ மத்தவங்களுக்கு ஹெல்ப் பண்ற விஷயம் ரொம்ப டச்சிங் ஆ இருந்துச்சி. இனியும் நல்லா பானுங்க TMP அணிகள். I support you flexed_biceps flexed_biceps வாழ்க வளமுடன்.	Non-anti-LGBT+ content	eng_tam
62	lgbt சமூக மக்கள் சமூகத்தை மாற்ற மாட்டார்கள்	Non-anti-LGBT+ content	eng_tam
63	துரதிர்ஷ்டவசமாக, சில நாடுகளில் உள்ள மக்களால் ஏற்றுக்கொள்ளப்படுவது மிகவும் கடினம், குறிப்பாக மக்கள் பெரும்பாலும் மிகவும் மதம் மற்றும் கோட்பாடுகள் மற்றும் மத விதிகளைப் பின்பற்றும் மத நாடுகளில். அத்தகைய நாடுகளில் வாழும் LGBTQ நபர்களுக்காக நான் மிகவும் வருந்துகிறேன், அவர்களின் வாழ்க்கை உண்மையில் வாழ்க்கை அல்ல, ஆனால் மற்றவர்களைப் பின்பற்றுவதுதான். அவர்களாகவே இருக்க முடியாது.	Non-anti-LGBT+ content	eng_tam
64	அதே பெண்கள்...... இந்த சேனலை Unsubscribe செய்யுங்கள்	Non-anti-LGBT+ content	eng_tam
65	நீங்கள் ஆதரவாக இருந்தால் நல்லது. நீங்கள் விலகிச் செல்லவில்லை என்றால், நீங்கள் அவர்களை காயப்படுத்தலாம் என்று அர்த்தமல்ல. அதில் உள்ள அனைத்தும் ரைட் மற்றவை தவறு என்று நமக்கென்று ஒரு எல்லையை போட்டுக் கொள்கிறோம். அவர்கள் இன்னும் மனிதர்கள். மனநோய் நகைச்சுவைகளை நிறுத்துங்கள்	Non-anti-LGBT+ content	eng_tam
66	நாம் கற்கால வாழ்க்கையில் வாழ்கிறோமா?	Non-anti-LGBT+ content	eng_tam
67	இதயத்தை தொட்ட பொருள்.கடவுள் உங்களை ஆசீர்வதிப்பாராக.	Non-anti-LGBT+ content	eng_tam
68	ஆல் தி பெஸ்ட் சகோ	Non-anti-LGBT+ content	eng_tam
69	நீங்கள் நன்றாக செய்கிறீர்கள் அண்ணா சிவப்பு_இதயம் சிவப்பு_இதயம் மடிந்த_கைகள் கட்டைவிரல்_அப்	Non-anti-LGBT+ content	eng_tam
70	இல்லை அண்ணா, நீங்கள் சொல்வது தவறு, நிறைய ஆணுறைகள் அவள் கைப் பைக்குள் இருக்கும்	Non-anti-LGBT+ content	eng_tam
71	தேவையில்லாத ப்ரோக்ராம்கள்...... அவங்க ஹேண்ட் பேக்கில் என்ன இருக்கு..... கேவலமான புரோகிராம்	Non-anti-LGBT+ content	eng_tam
72	திருநங்கை தெய்வம் அவர்களை அங்கேயும் ஒரு மனிதனாக மதிக்கவும்	Non-anti-LGBT+ content	eng_tam
73	ஆஹா...அவள் மிகவும் அழகாக இருக்கிறாள்	Non-anti-LGBT+ content	eng_tam
74	நன்றி அண்ணா வீடியோ	Non-anti-LGBT+ content	eng_tam
75	வாழ்க்கை வாழ்க்கையை உருவாக்குகிறது என்பது ஒரு இயல்பு, மனிதனின் குழிக்குள் ஒரு வாழ்க்கையை உங்களால் உருவாக்க முடியாது.... lol	Non-anti-LGBT+ content	eng_tam
76	உண்மை விட தல	Non-anti-LGBT+ content	eng_tam
77	யோவ் செம யா... இதயத்தைத் தொடும் மின்னும்_இதயம்	Non-anti-LGBT+ content	eng_tam
78	தயவு செய்து கொஞ்சம் பணம் உதவுங்கள் எந்த பிரச்சனையும் இல்லை நல்லது	Non-anti-LGBT+ content	eng_tam
79	ஆஹா இது மிகவும் உணர்ச்சிகரமானது	Non-anti-LGBT+ content	eng_tam
80	அனைத்து வரவுகளும் (like, share,comt) தூய இதயத்திற்கு (அக்கா) சேரும்.....	Non-anti-LGBT+ content	eng_tam
81	சிலபரசன் குருநாதன்  உங்கள் பெயருடன் சாதாரண செய்தியை அனுப்பவும்	Non-anti-LGBT+ content	eng_tam
82	எல்ஜிபிடி சமூகத்தைப் பற்றிய தகவலைப் பகிர்ந்தமைக்கு பாராட்டுகள் சகோ மதன். என் கருத்துப்படி, அவர்களும் மனிதர்கள் என்பதால் அவர்கள் புறக்கணிக்கப்படக்கூடாது.	Non-anti-LGBT+ content	eng_tam
83	கவுண்டன் கெத்து .. நண்பா இது கலாச்சாரம் அல்ல.. பழமைவாதமானது.. இரண்டுக்கும் உள்ள வித்தியாசத்தை புரிந்து கொள்ள முயற்சி செய்யுங்கள்... தமிழ் இலக்கியத்தில் கூட ஓரினச்சேர்க்கை பற்றி பேசுவது தெரியும்.	Non-anti-LGBT+ content	eng_tam
84	உங்க போன் நம்பர் கொடுங்க சார்	Non-anti-LGBT+ content	eng_tam
85	Visuvanathan swamynathan  நீங்கள் சொல்வது சரிதான், நானும் சொந்தமாக படித்த சிறு குடும்பத்தில் இருந்து வந்தவன், பகுதி நேர வேலைக்கு சென்று சமூகத்தில் பல பிரச்சனைகளை கையாண்டவன், ஆனால் வெளியூர் சென்று ஒரு வருடம் அங்கு வேலை செய்ததால் இப்போது கோவையில் வேலை வாய்ப்பு கிடைத்துள்ளது. வெளிநாட்டில் வேலை செய்வது எல்லாம் நடக்கிறது, ஏனென்றால் நான் மற்றவர்களைச் சார்ந்திருக்கவில்லை இன்னும் நான் சுதந்திரமாக இருக்கிறேன்	Non-anti-LGBT+ content	eng_tam
86	நிஜமாகவே இதயம் உருகும் red_heart நல்ல படைப்பு அண்ணா red_heart நல்ல உள்ளம் உள்ளவர்கள் லைக் அடிக்கிறார்கள்	Non-anti-LGBT+ content	eng_tam
87	உடலளவில் பெண் ஆனால் மனதளவில் ஆண்	Non-anti-LGBT+ content	eng_tam
88	அண்ணா.... உங்கள் காணொளிக்கு எனது மற்றும் எனது குடும்பத்தினரின் சல்யூட் TMP அணிகளுக்கு	Non-anti-LGBT+ content	eng_tam
89	எனவே ஒரு நாள் அனைவரும் இறந்துவிடுவார்கள்	Non-anti-LGBT+ content	eng_tam
90	வணக்கம் நண்பரே அழைக்கிறேன்	Non-anti-LGBT+ content	eng_tam
91	சூப்பர் அண்ணா இது என்னுடைய ஆய்வு	Non-anti-LGBT+ content	eng_tam
92	ஆஹா லத்தீஃப் நடிப்பு மிகவும் நன்றாகவும் உண்மையாகவும் இருக்கிறது ..	Non-anti-LGBT+ content	eng_tam
93	செம பேச்சு நான் LGBT சமூகத்தை ஆதரிக்கிறேன் flexed_biceps flexed_biceps victory_hand win_hand_hand_smiling_face_ with_heart-கண்களை மடக்கிய_கைகள்	Non-anti-LGBT+ content	eng_tam
94	இது ஹைபோதாலமஸின் பாலின இருவகை அணுக்கருக்களின் அசாதாரணங்களால் ஏற்படுகிறது	Homophobic	eng_tam
95	சூப்பர் சகோதரர்கள்	Non-anti-LGBT+ content	eng_tam
96	நீங்களும் ஓரினச்சேர்க்கையாளர் என்று நினைக்கிறேன்....அதை உணர்வோடு சொல்கிறீர்கள்....உங்கள் குரல் இப்படி இருக்க...	Homophobic	eng_tam
97	யார் அவள்?	Non-anti-LGBT+ content	eng_tam
98	எல்லோருக்கும் இதயம் இருக்கிறது ஆனால் சிலருக்கு ஹார்ட்_சூட் செய்ய நல்ல விஷயம் இருக்கும்	Non-anti-LGBT+ content	eng_tam
99	ஜாஃபர் ஷெரீப்	Non-anti-LGBT+ content	eng_tam
100	ஓரினச்சேர்க்கை நவநாகரீகமானது அல்ல அது சோகம் ....கடவுள் ஆதாமையும் ஈவையும் படைத்தது ஆதாம் மற்றும் ஸ்டீவ் அல்ல	Homophobic	eng_tam
101	எல்லாம் சாத்தியம்	Non-anti-LGBT+ content	eng_tam
102	பொதுமக்களுக்கு இடையூறு விளைவித்ததற்காகவும், கீழ்த்தரமான வழக்குகளுக்காகவும் இவர்களை காவல்துறை கைது செய்ய வேண்டும்.	Non-anti-LGBT+ content	eng_tam
103	நாம் அனைவரும் இந்திய மரபுகளை பின்பற்றினாலும். எல்லாமே இன்று தவிர்க்க முடியாத 50% மேற்கத்திய கலாச்சாரத்துடன் கலந்துள்ளன. மேற்கத்திய கலாச்சாரத்தை பின்பற்றலாமா வேண்டாமா என்று முடிவு செய்வது மக்களின் விருப்பம்... நம் கலாச்சாரத்தில் மேற்கத்திய மரபுகளை நாம் கலப்பது . அப்படியானால் நம் நாட்டில் இது ஒரு பெரிய பிரச்சினை கூட இல்லை...ஒவ்வொரு மனித உரிமையும் இதில் தலையிட்டு தொந்தரவு செய்ய முடியாது.. அன்புதான் இங்கு எப்போதும் வெல்லும் பொருள்.	Non-anti-LGBT+ content	eng_tam
104	அந்த மனிதருக்குத் தொப்பி! இந்த காணொளியை பார்க்கும் போது மிகவும் வருத்தமாக இருந்தது	Non-anti-LGBT+ content	eng_tam
105	மிகவும் இனிமையான காதல்	Non-anti-LGBT+ content	eng_tam
106	ஆஹா செம சூப்பர் படம்	Non-anti-LGBT+ content	eng_tam
107	அந்த நபர் ஓரின சேர்க்கையாளரா?	Non-anti-LGBT+ content	eng_tam
108	இது இயல்பானது அல்லது இயற்கையானது அல்ல என்று எவருக்கும், காதல் ஒருபோதும் இயற்கைக்கு மாறானது. பெண்களால் கடவுள் மனிதனை படைத்தார் என்று கூறுவோருக்கு, ஆம் கடவுள் செய்தார், ஆனால் அந்த பாலின ஆண்களும் பெண்களும் மக்கள்தொகை பெருக்கத்தை ஏற்படுத்தினார்கள், அதனால் கடவுள் ஆண்களிடமிருந்தும் பெண்களிடமிருந்தும் ஆண்களையும் படைத்தார்.	Non-anti-LGBT+ content	eng_tam
109	நடிப்பு நிலை	Non-anti-LGBT+ content	eng_tam
110	பேருந்தில் செல்லும் அனைவரையும் துன்புறுத்தி வாழ்வதற்காக இப்படி செய்கிறார்கள்	Homophobic	eng_tam
111	நான் அன்பு மற்றும் வேடிக்கைக்காக காத்திருக்கிறேன் ஜெயமணி அண்ணா மற்றும் பிரபா அண்ணா அனைவருக்கும் மற்றும் உங்கள் அணியினர்	Non-anti-LGBT+ content	eng_tam
112	மடிந்த_கைகள் சிவந்த இதயத்தை மதிக்கவும்	Non-anti-LGBT+ content	eng_tam
113	ரியலி வெரி வெரி குட் ஹார்ட் பெர்சன் அக்கா... சிவப்பு_இதயம் துடிக்கும்_இதயம்_ஆச்சரியம்	Non-anti-LGBT+ content	eng_tam
114	வாவ் சோ ஸ்வீட் சாக்லேட் பார் சாக்லேட் பார் பேசாமல் முகம்_ஊதி_ஒரு_முத்தம் முகத்தை_ஊதுகிறது_ஒரு_முத்தம்	Non-anti-LGBT+ content	eng_tam
115	நான் உன்னை மதிக்கிறேன்...ஆனால் நான் உங்கள் அனைவரையும் வெறுக்கிறேன்...என் பார்வையில்....இது இயற்கையை எதிர்ப்பது....இது அறிவியலின் வளர்ச்சியை விட அறிவியலின் வளர்ச்சியே.	Homophobic	eng_tam
116	வரியின் முடிவு சூப்பர் நன்பா	Non-anti-LGBT+ content	eng_tam
117	நிஜமா அவங்க பெரிய எவ்ளோ genuine ah பேசாங்க.. கிரேட் சல்யூட் தங்களுக்கு	Non-anti-LGBT+ content	eng_tam
118	காத்திருங்கள் மீரா உண்மையில் டிரான்ஸ் தானா???	Non-anti-LGBT+ content	eng_tam
119	உங்கள் நடிப்புக்கு தலைசிறந்தது.	Non-anti-LGBT+ content	eng_tam
120	தயவு செய்து அந்த முட்டாள்தனத்தை இந்த அழகான முட்டாள்தனத்துடன் ஒப்பிடாதீர்கள் !!! கோபம்_முகம் கோபம்_முகம்	Non-anti-LGBT+ content	eng_tam
121	முதலில் அவர்களைச் சித்திரவதையாகக் கருதுவதை நிறுத்துங்கள். அவர்கள் விரும்பும் தொழிலில் நன்றாக பிரகாசிக்கிறார்கள் ஆனால் பெரும் எண்ணிக்கையிலான மாற்றுத்திறனாளிகள் இன்னும் கல்வியறிவற்றவர்களாகவும், படிக்காதவர்களாகவும் இருக்கிறார்கள், வாய்ப்பு இல்லாததாலும், பொது இடத்தில் நடந்துகொள்ளும் முதிர்ச்சியின்மையாலும் இதுபோன்ற சம்பவங்கள் நடக்கின்றன, அவர்கள் அதைச் செய்யவில்லை என்பதால் அவர்களைத் தவறாகப் புரிந்து கொள்ள வேண்டாம் வேண்டுமென்றே	Non-anti-LGBT+ content	eng_tam
122	Entha oorula shoot pannathu bro	Non-anti-LGBT+ content	eng_tam
123	அதனால் என்ன abt.it??? வூசி_முகம்	Non-anti-LGBT+ content	eng_tam
124	என் கருத்து :; தீர்ப்பு பயனற்றது, தேவையற்றது	Non-anti-LGBT+ content	eng_tam
125	முட்டாள் படம் உலகில் ஓரினச்சேர்க்கையாளர்கள் இல்லை, இவை அனைத்தும் அவர்களின் கற்பனை மட்டுமே	Homophobic	eng_tam
