	text	category	ln
78	जनता की तरह उनके लिए भी दंड का कानून लाया जाएगा	Non-anti-LGBT+ content	eng_hin
79	आपका मोबाइल	Non-anti-LGBT+ content	eng_hin
80	ट्रांसजेंडर-माइंडेड लोग व्हाट्सएप पर ही नहीं, आकर चैट कर सकते हैं	Non-anti-LGBT+ content	eng_hin
81	ऐसे पुरुष और महिला चोर हैं। इसलिए आप यह नहीं कह सकते कि सभी चोर हैं।इसी तरह ट्रांसजेंडरों में भी कुछ चोर होते हैं, इसलिए उन सभी को दोष न दें।	Non-anti-LGBT+ content	eng_hin
82	प्रकृति के विरुद्ध किए गए किसी भी कार्य के भयानक परिणाम होते हैं	Homophobic	eng_hin
83	वह बहन बहुत अच्छी दिल वाली है	Non-anti-LGBT+ content	eng_hin
84	भाई आप किस शहर से हो	Non-anti-LGBT+ content	eng_hin
85	बधाई हो भाई!!! समृद्ध रूप से जियो!!!	Non-anti-LGBT+ content	eng_hin
86	सामी सामी आप सामी हैं	Non-anti-LGBT+ content	eng_hin
87	न तो केंद्र सरकार सही है और न ही राज्य सरकार। बाज का मुंह फट गया है	Non-anti-LGBT+ content	eng_hin
88	भगवान, यह क्या क्रूरता है?	Non-anti-LGBT+ content	eng_hin
89	जाति और धर्म के नारों को पीटना प्रकृति के विरुद्ध है।	Non-anti-LGBT+ content	eng_hin
90	भिखारियों को उठाकर बातें कर रहे हैं, क्या रेलवे पुलिस सो रही है, लोग, मजाक मत करो, हमें क्या हुआ है, कल आपके साथ ऐसा हो सकता है।	Non-anti-LGBT+ content	eng_hin
91	एक आदमी से मिलना मेरे लिए खुशी की बात थी।मैं 46 साल का हूँ।नहीं, मैं बस सोच रहा था कि वह 60 साल का है, लेकिन उसने मेरे लिंग को रगड़ना शुरू कर दिया और यह अच्छा लगा। उसे नीचे उतारकर एक डिब्बे में रख दिया और पीटना शुरू कर दिया	Non-anti-LGBT+ content	eng_hin
92	जब वे युवा होते हैं, तो वे अपना विचार बदलते हैं और परिवर्तित होने से पहले उन्हें यह दिखा कर पैसा कमाते हैं कि वे कैसे हैं।	Transphobic	eng_hin
93	ट्रांसजेंडर बहन सुपर	Non-anti-LGBT+ content	eng_hin
94	आप इसके बारे में क्या कर सकते हैं?	Non-anti-LGBT+ content	eng_hin
95	मोहम्मद समीर तुम मुसलमान नहीं हो अगर तुम मोहम्मद के पूर्ण अनुयायी नहीं हो...	Non-anti-LGBT+ content	eng_hin
96	माँ के लिए एक परेया मनसु	Non-anti-LGBT+ content	eng_hin
97	कौन - सा जिला। कुड्डालोर	Non-anti-LGBT+ content	eng_hin
98	मानव जाति में इस संसार की प्राकृतिक चीजों को देखने की विशेषता नहीं है मनुष्य एक जानवर है जो अपने आप को बुद्धिमान समझता है।	Non-anti-LGBT+ content	eng_hin
99	यह सब सुनियोजित और सेट पन्नी एक्ट है	Non-anti-LGBT+ content	eng_hin
100	पुलिस को कार्रवाई करनी चाहिए	Non-anti-LGBT+ content	eng_hin
101	कुछ भी मत पीओ... जाओ चाटो और पियो	Non-anti-LGBT+ content	eng_hin
102	योगिनी अम्मू ओके_हैंड ओके_हैंड ओके_हैंड आपने सही कहा...	Non-anti-LGBT+ content	eng_hin
103	आपके बोलने का तरीका बहुत सुंदर है	Non-anti-LGBT+ content	eng_hin
104	मैं 20 साल का था जब मैं अपने दोस्त से हॉस्टल में मिला और उसके साथ सेक्स किया। मुझे लगा कि मेरे साथ उसका ब्रोमांस रोमांस था लेकिन बाद में मुझे एहसास हुआ कि यह गलत था। मुझे सेक्स के लिए एक सुंदर साथी मिला लेकिन मैंने एक अच्छा दोस्त खो दिया। आप बहुत कुछ मिलेगा लेकिन आपको एक अच्छा दोस्त नहीं मिलेगा भ्रमित मत होइए जब तक संभव हो अपने करीबी str8 दोस्तों पर यौन विचार विकसित न करें आपको समलैंगिक साइट पर कई अन्य दोस्त मिलेंगे कृपया वही गलती न करें I किया_जोड़ा_हाथ_जोड़ा_हाथ_जोड़ा_हाथ_जोड़ा_हाथ_लाल_दिल_लाल_दिल_लाल_दिल	Non-anti-LGBT+ content	eng_hin
105	मैं समझता हूं कि प्यार इस मरते हुए जिस्म में नहीं आता..धन्यवाद हज़ार दिल_से_तीर दिल_से_तीर दिल_से_तीर	Non-anti-LGBT+ content	eng_hin
106	क्या बात है चलो सब लोग जाओ सन टीवी का एपिसोड बदलो.....	Non-anti-LGBT+ content	eng_hin
107	भाई भाई आपका चैनल बहुत अच्छा है भाई अच्छे कमेंट आ रहे है भाई आप सुपर हो	Non-anti-LGBT+ content	eng_hin
108	किसी सवाल का जवाब नहीं दिया	Non-anti-LGBT+ content	eng_hin
109	सभी रेलगाड़ियाँ इन सहायकों की हिंसा को सहन नहीं कर सकतीं क्या रेलवे पुलिस विभाग इसे दूर नहीं कर सकता?	Transphobic	eng_hin
110	तमिलनाडु की एक शेरनी_जोड़ी_हाथ_जोड़ी_हाथ_जोड़ी_हाथ_जोड़ी_हाथ	Non-anti-LGBT+ content	eng_hin
111	वाकई दिल को छू लेने वाली घटना... ट्रांसजेंडर लोग श्रेष्ठ होते हैं.. उनमें भी असीम मानवता, स्नेह, प्रेम और चरित्र होता है... शाही विलेय हाथ जोड़कर	Non-anti-LGBT+ content	eng_hin
112	पुरुष की तरह, महिला की भागीदारी, पुरुष, पुरुष, महिला, महिला की भागीदारी भी आम है। उनकी भी वैसी ही भावनाएँ हैं जैसी हमारी हैं। यह कुछ ऐसा नहीं था जिसे उन्हें विकसित करना था। यह उनके स्वभाव में आ गया था। इसका सम्मान करने में कोई बुराई नहीं है!!! आदतें अलग हैं, स्वभाव अलग है...	Non-anti-LGBT+ content	eng_hin
113	ट्रांसजेंडर तब तक जीवित रहते हैं जब तक इस दुनिया का संबंध है मेरे दोस्त .... मैं आप सभी ट्रांसजेंडर माताओं बहनों और भाइयों से प्यार करता हूं	Non-anti-LGBT+ content	eng_hin
114	Red_heart red_heart red_heart जिस तरह से आप इस भावना को बाहर लाते हैं	Non-anti-LGBT+ content	eng_hin
115	वह कौन है? वह एक खलनायक है	Transphobic	eng_hin
116	राज कुट्टी ऐसे ही हैं	Non-anti-LGBT+ content	eng_hin
117	आप अच्छे लोगों के लिए एक प्रत्यक्ष देवता और जाति और धार्मिक कट्टरपंथियों के लिए समानता लाने वाले इंसान हैं	Non-anti-LGBT+ content	eng_hin
118	सारी ढिलाई दूर फेंक देना ही ठीक होगा और समाज हमारी उपेक्षा करता है।	Transphobic	eng_hin
119	संस्कृति पर कलंक....	Homophobic	eng_hin
120	क्रोधित_चेहरा	Homophobic	eng_hin
121	ऊर्जा प्रकृति से अधिक शक्तिशाली है	Non-anti-LGBT+ content	eng_hin
122	काली चाय..	Homophobic	eng_hin
123	किसी सवाल का जवाब नहीं दिया	Non-anti-LGBT+ content	eng_hin
124	कोप्पनम..अगर आप ज्वाइन नहीं भी करते हैं, तो क्या आप भी जा सकते हैं... नहीं, क्या आप अभी आ सकते हैं और नकीरन को इंटरव्यू दे सकते हैं।	Homophobic	eng_hin
125	हिंदू धर्म ने समलैंगिकता का कभी विरोध नहीं किया है।	Non-anti-LGBT+ content	eng_hin
126	देश बर्बाद होने वाला है हे भगवान.???	Non-anti-LGBT+ content	eng_hin
127	अगर ट्रांसजेंडर्स को दोष देना है तो उसके लिए भी कानून बनना चाहिए, वो भी इंसान हैं	Non-anti-LGBT+ content	eng_hin
129	इस समझ का स्वागत किया जाना चाहिए	Non-anti-LGBT+ content	eng_hin
130	किन्नरों के पास अच्छा दिल होता है...इन महिलाओं के पास यह नहीं है।	Non-anti-LGBT+ content	eng_hin
131	इनका एक खूबसूरत नाम ट्रांसजेंडर है। गुप्त ट्रांसजेंडर होने के लिए हर किसी को दोष देना सही नहीं है। किसी को डांटो, सबको मत डांटो। अपनी कही हुई बात के लिए माफी नहीं मांगो तो ठीक है, लेकिन तुम बार-बार बहुत ज्यादा बोलते हो। यह तुम्हारे लिए अच्छा नहीं है। ध्यान से	Non-anti-LGBT+ content	eng_hin
132	ए श्रीनिवासन	Non-anti-LGBT+ content	eng_hin
133	वे शादी नहीं करते क्योंकि यह बाद में सुविधाजनक होता है	Non-anti-LGBT+ content	eng_hin
134	ने मेरी सहायता से परिवर्तन आया	Homophobic	eng_hin
135	कुछ पारलैंगिकों द्वारा	Non-anti-LGBT+ content	eng_hin
136	आरती केसी क्या आप लूसा या मेंडल होने का नाटक कर रहे हैं? भगवान इस दुनिया में केवल संतान पैदा करने और संतान पैदा करने के लिए सेक्स लाए हैं। अगर पुरुष और पुरुष और महिला और महिला इस तरह सेक्स करते हैं तो आप इस दुनिया में कैसे आए। यह यह एक अप्राकृतिक विकृति है। बात। जानवर भी ऐसा नहीं करते हैं। जानवर 5 बुद्धिमान प्राणी हैं। यह दुख की बात है जब आप सोचते हैं कि इस मानव जाति में बुद्धि भी नहीं है। विधि हलाल है। शादी एक निश्चित उम्र में होनी चाहिए तभी वे मनुष्य की शारीरिक आवश्यकताओं के लिए हराम कार्य नहीं करेंगे। वे व्यभिचार (आत्म-भोग) जैसे हराम कार्य नहीं करेंगे। ईश्वर ने यही आदेश दिया है। हम प्रकृति के विरुद्ध जो कुछ भी करेंगे, वह मानव विनाश का कारण बनेगा। .यह मत कहना कि मेरी औलाद के साथ ऐसा होगा। सबसे पहले तो इससे बाहर निकलो। यह एक हॉर्मोन चेंज होता है और आप इसके लिए अस्पताल में इलाज करवा सकते हैं। ईश्वर बच्चों को सभी को एक जैसा देता है। वह एक ही हाथ बनाता है। , पैर और नाक। यह पाप हो सकता है। अच्छा, इससे छुटकारा पाएं। होमियो सेक्स वाले लोग अंत तक बिना सेक्स के क्यों नहीं रह सकते। अगर महिला के लिए कोई आकर्षण नहीं है, तो बिना नियंत्रण के नहीं रह सकते मन की चाहत में आसक्त होना। खुदा का डर इंसान के अंदर जरूर बस सकता है। कोशिश करो, खुदा साथ देगा। अगला पल स्थाई नहीं है। आइए हम इस दुनिया के गुनाहों से जागें। इंशाअल्लाह .	Homophobic	eng_hin
137	भगवान ने सभी ओम त्रिशूल_प्रतीक बनाए	Non-anti-LGBT+ content	eng_hin
138	सस्पेंस लैम लिला नानबा.... प्लीज प्रैंक आर्टिस्टकु ओरु रिक्वेस्ट.एन फ्रेंड वेनी पॉट (पालतू नाम)। उनका असली नाम मुथु कुमार है। उसे वैसे भी जाने दो। लेकिन मैं उसका दोस्त हूं, मुझे नहीं पता कि वह कहां है। कोई और अधिक ट्रांसजेंडर शरारत पंथा नहीं। कृपया देखें भाई	Non-anti-LGBT+ content	eng_hin
139	सरकारी नौकरी की मांग के लिए आपको मेरा समर्थन है। यह समाज में आपके दुख का एकमात्र आउटलेट है। बहादुर और आश्वस्त रहें कि भविष्य निश्चित रूप से होगा और हिम्मत मत हारिए।	Non-anti-LGBT+ content	eng_hin
140	यही आप देख रहे हैं और कमांड दे रहे हैं। ईश्वर में आपका विश्वास ही काफी है	Non-anti-LGBT+ content	eng_hin
141	वह बहन का प्यार असली है	Non-anti-LGBT+ content	eng_hin
142	आप जो भी कानून लेकर आए हैं वह गलत है	Homophobic	eng_hin
143	मुस्कुरा नहीं रहा..	Non-anti-LGBT+ content	eng_hin
144	इनियन प्रसाद अगर आप मुझसे ट्रांसजेंडर बनकर बात नहीं करते हैं तो आपके परिवार में एक ट्रांसजेंडर जरूर पैदा होगा, मेरी शुभकामनाएं भाई।	Non-anti-LGBT+ content	eng_hin
145	इससे मेरा दिल दुख गया	Non-anti-LGBT+ content	eng_hin
146	ओन्ना नंबर घोटाले	Non-anti-LGBT+ content	eng_hin
147	इस बहन का प्यार असली मुस्कुराता हुआ_चेहरा_दिल-आँखों वाला है	Non-anti-LGBT+ content	eng_hin
148	ट्रांसजेंडर लोग ट्रांससेक्सुअल की बदनामी क्यों नहीं सुन सकते हैं? जब समाज में एक स्थिति होती है, तो सब कुछ एक गलती के रूप में स्थापित होता है। अन्यथा, समाज में सभी समान हैं! थम्स अप	Non-anti-LGBT+ content	eng_hin
149	समर्थन और स्वागत करने वालों का धन्यवाद...; गलत कहने वाले धर्मी ... एक पुरुष जो एक महिला के प्रति संवेदनशील नहीं है या एक महिला जो उसके प्रति आकर्षित नहीं है, उनके मिलन को एक अच्छा और पूर्ण जीवन कैसे दे सकता है? ... समलैंगिकता सेक्स नहीं है ... एक रिश्ता मन की....	Non-anti-LGBT+ content	eng_hin
150	श्री येसुराज जी को बधाई	Non-anti-LGBT+ content	eng_hin
151	यह एक अलग स्तर है मैं आपके सभी वीडियो देखूंगा यह एकदम सही है मैं इसे अपने सभी दोस्तों के साथ साझा करूंगा मैं रो रहा हूं जब मैं इस वीडियो को इस तरह से देखता हूं फ्रैंक वैरायटी वैरायटी हम हमेशा आपके लिए हैं	Non-anti-LGBT+ content	eng_hin
152	मुझे पता है पावी ज़ोन	Non-anti-LGBT+ content	eng_hin
153	वैसे भी अपमानित तो तुम ही हो	Non-anti-LGBT+ content	eng_hin
154	क्या समलैंगिकता पाप है ?? हाँ, पवित्र बाइबल कहती है कि समलैंगिकता एक पाप है।	Homophobic	eng_hin
155	प्यारे लड़के ... मुझे आपके सभी वीडियो बहुत पसंद हैं। जैसा आपने कहा, मैंने आपसे कहा था कि आप मेरे चैनल नेक्स्ट डोर V2 la,., best .aa do it all the best को सब्सक्राइब करें।	Non-anti-LGBT+ content	eng_hin
156	फैसला यह है कि समलैंगिकता कोई अपराध नहीं है।	Non-anti-LGBT+ content	eng_hin
157	हमारे मर्द दोस्तों के साथ बाहर जाएं तो क्या शर्म, क्या शर्म, इस कानून की वजह से एक साल के अंदर समलैंगिकता आदत बन जाएगी.	Homophobic	eng_hin
158	मेरा नाम शाहुल बरसन है मैं एक गे बॉटम हूं..मुझे मर्द बहुत पसंद हैं..मैं अपने लिए किसी की तलाश कर रहा हूं मेरा नंबर 9962511816 है..मैं सिर्फ रात को फ्री हूं..चलो बात करते हैं..चलो शादी करते हैं	Non-anti-LGBT+ content	eng_hin
159	चिंता रहने दे यार	Non-anti-LGBT+ content	eng_hin
160	सभी ट्रांसजेंडर	Non-anti-LGBT+ content	eng_hin
161	युवराज वी अगर उसके पिता ने ऐसा सोचा और अंबाला के लिए भी एक परिवार शुरू किया, तो क्या वह अब इस तरह की बात कर रही होगी?	Homophobic	eng_hin
162	समलैंगिक समय भोर जितना पुराना है। लोग सोचते हैं कि यह कुछ नया है। जियो और जीने दो। किसी और के जीवन में दखलअंदाजी न करें। अगर यह आपको प्रभावित नहीं करता है, तो परेशान क्यों हो?	Non-anti-LGBT+ content	eng_hin
163	मैं हँसना बंद नहीं कर सकता मुस्कराहट_चेहरा मुस्कराहट_मुस्कान_चेहरा मुस्कराहट_चेहरा ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड ओके_हैंड वेरा लेवल एक्टिंग प्रिंसेस प्रिंसेस मुस्कराहट_फेस_विथ_बिग_आईज ग्रिनिंग_फेस_विथ_बिग_आईज स्टार-स्ट्रक स्टार-स्ट्रक स्टार-स्ट्रक	Non-anti-LGBT+ content	eng_hin
164	जयललिता को स्विमसूट में मां कहकर पवित्र शब्द का अपमान न करें - अभिनेत्रियों को उनके नाम से ही बुलाएं अभिनेत्रियों को मां न कहें। अभिनेत्रियां वे हैं जो प्रशंसकों की कल्पना में कामुक सुंदरियां हैं।	Non-anti-LGBT+ content	eng_hin
165	पूर्वजों ने प्रचार किया है कि यह गलत है और जनसंख्या बढ़ाने के लिए धर्मों में ऐसा नहीं किया जाना चाहिए	Non-anti-LGBT+ content	eng_hin
