	text	category	ln
51	ఒక జైలు గది ఒక రోజు సన్ చీజ్ కేవలం 5 నిమిషాలు మాత్రమే ఉంటుంది, అయితే హోలిన్స్ బార్ అవై ఫ్రేమ్ యు	Non-anti-LGBT+ content	eng_tel
52	మీరు ఏమి అంటున్నారో నాకు అర్ధం కావడం లేదు. మీరు తమిళంలో చెబితే బాగుంటుంది. గోల్డెన్ యు	Non-anti-LGBT+ content	eng_tel
53	నశించడానికి నాసమే పరమ మార్గం. ఇది భగవంతుడు చేసిన అతి పెద్ద పాపం. దేవుడు సొదొమ మరియు గొమొర్రాలను సొదొమ మరియు గొమొర్రా మట్టితో ఈ విధంగా చేసాడు. మళ్లీ కరోనా లాంటి విధ్వంసం జరగకుండా చట్టపరంగా తప్పు అనుకుందాం. సొదొమ మరియు గొమొర్రా నాశనం యొక్క సాక్ష్యం భూమిపై ఉంది.	Homophobic	eng_tel
54	ఒన్ను వాడో లెన్స్ ఒకటి షోలాల్తేర్, బ్రేండు లెన్స్ ఒకటి అతిథి, వైబ్ హుక్స్ బొడ్డు, హెయిన్స్ జీవితంలో ముఖ్యమైనవి.	Non-anti-LGBT+ content	eng_tel
55	చిరునవ్వు నవ్వని మధ్య మనిషిని చూసి బాధపడకు.. నా కొడుకు నువ్వు ఒక్కడివే నవ్వుతున్నావు. ఆ తల్లి ముఖం_కన్నీళ్లతో_సంతోషంతో_కన్నీళ్లతో_సంతోషం	Non-anti-LGBT+ content	eng_tel
56	మీకు చాలా అందమైన చిరునవ్వు ఉంది	Non-anti-LGBT+ content	eng_tel
57	కేథరిన్.. వ్తేరే ఆర్ తే ప్రేమ్....తిరుకోయిలూర్..	Non-anti-LGBT+ content	eng_tel
58	నైస్ స్పెషల్ పాలీ ఎస్ప్రెస్సో.... స్మైలింగ్_బాస్_విత్_హార్డ్-ఐస్	Non-anti-LGBT+ content	eng_tel
59	వీటన్నింటిని మనందరం గ్రామాన్ని శాసించాలనేది బలంగా ఉంది.	Non-anti-LGBT+ content	eng_tel
60	ఈ చతురన్ విల్లా పెట్రోల్‌తో స్నేహంగా ఉంటుంది. వారిని ఏ సెల్‌లో పెట్టి జైల్లో బంధించాలో తెలియక పోలీసులు ఇరుకున పడ్డారు.	Non-anti-LGBT+ content	eng_tel
61	బ్లీడింగ్_బాస్ బిగ్గరగా_ఏడుస్తూ_బాస్ థంప్స్_సెలైన్_మీడియం-లేత_స్కిన్_టోన్	Non-anti-LGBT+ content	eng_tel
62	ప్రథానులు నిన్ను దయతో పిలుస్తూ జన్మనిచ్చి వదిలేస్తున్నారా?	Non-anti-LGBT+ content	eng_tel
63	ఏమైంది, అందరూ పాల్గొనడం ప్రారంభించండి	Non-anti-LGBT+ content	eng_tel
64	మేము ఈ వంశం_బాస్ వంటి మేథస్సు	Non-anti-LGBT+ content	eng_tel
65	సెన్నారా, మీకు రియలిస్టిక్ స్పీచ్ మరియు ఫిజియోలాజికల్ డ్రీమ్‌లెడ్జ్ ఉన్నాయి. U 50 సంవత్సరాల OP అగావై వద్ద మాట్లాడవచ్చు. మీరు ఆంగ్ల భాషా పాఠశాలలో ప్రెస్‌లో ఎక్కువ సమయం గడపవచ్చు.	Non-anti-LGBT+ content	eng_tel
66	సోమసానిని భరించని ఏ సంబంధమైనా తప్పు	Non-anti-LGBT+ content	eng_tel
67	స్వలింగ సంపర్కం తప్పు కాదు... థీమను అక్కడ జీవించనివ్వండి లూయిస్... దేశానికి నష్టం లేదు	Non-anti-LGBT+ content	eng_tel
68	టూ spesking_head sweet_droplets ఇది ఇప్పటికీ ఇలాంటి రోజు సామాన్య ప్రజలను మతిభ్రమింపజేస్తుంది... మట్టి_బాసిపాలమింగ్	Non-anti-LGBT+ content	eng_tel
69	ఇది విదేశీ కుట్ర. ఇది అత్యంత దారుణమైన దాడి. దీన్ని మహిళలు ఎలా సమర్థిస్తారో అర్థం కావడం లేదు. కంప్యూటర్ కంపెనీలో చదువుకునే మరియు పనిచేసే పురుషులు మరియు మహిళలు మాత్రమే మద్దతు ఇస్తారు. వీరంతా డబ్బు కోసం విదేశీ సంస్కృతికి బానిసలు.	Homophobic	eng_tel
70	Sathiya Seelan అన్ని క్రిస్టియన్ దేశాలు పెళ్లికి అంగీకరించాయి..దేశంలో మతపరమైన మైనారిటీ ఉన్నపుడు జెండర్ మైనారిటీ ఉండకూడదా?? 5 న్యాయమూర్తులకి తెలియని తప్పు మనకు తెలుసా?????????	Non-anti-LGBT+ content	eng_tel
71	నోడ్ మార్చండి. ఒక స్టూడెంట్ ఆప్ హైజీన్ టెక్నాలజీ	Non-anti-LGBT+ content	eng_tel
72	నేను మీకు నా ఫోన్‌లో వాట్సాప్ మెసేజ్ పంపాను	Non-anti-LGBT+ content	eng_tel
73	శివ శివ నంబర్ పంపండి, మనం వాట్సాప్ లో మాట్లాడుకోవచ్చు.	Non-anti-LGBT+ content	eng_tel
74	మధ్యలో శౌడు నోడ్ పే సంఘేత.	Homophobic	eng_tel
75	ఆ మింట్ లాటు.	Non-anti-LGBT+ content	eng_tel
76	మనిషి చేయగలిగినదంతా ఒక తీర్పు రోజున తీర్పు ఇవ్వబడుతుంది మరియు ఆ రోజు ఎవరూ తప్పించుకోలేరు.	Homophobic	eng_tel
77	ఈ స్వలింగ సంపర్క జీవితం వృధా అవుతుంది ఎందుకంటే మగ మరియు ఆడ జాతులు దేని కోసం సృష్టించబడ్డాయో దానికి ప్రతిచర్య ... ఏమీ లేని ఈ అక్రమ లైంగిక ఆకర్షణతో ఏమి జరుగుతుంది ... మగ మరియు ఆడ ఫలదీకరణం మానసికంగా కూడా ప్రయోజనకరంగా ఉంటుంది.	Homophobic	eng_tel
78	పబ్లిక్ లైక్ థీమ్‌కి పెనాల్టీ లా విల్లా పె ప్రౌకిట	Non-anti-LGBT+ content	eng_tel
79	మీ మొబైల్	Non-anti-LGBT+ content	eng_tel
80	ట్రాన్స్‌సెండర్-మైండెడ్ వ్యక్తులు ఒక్క వాట్సాప్ మాత్రమే కాకుండా వచ్చి మాట్లాడగలరు మరియు చాట్ చేయవచ్చు	Non-anti-LGBT+ content	eng_tel
81	ఇలా మగ, ఆడ దొంగలు ఉన్నారు. అంతే కాదు అందరూ దొంగలే అని చెప్పలేం. అదేవిధంగా, ట్రాన్స్‌సెండర్లలో కొంతమంది దొంగలు ఉన్నారు.	Non-anti-LGBT+ content	eng_tel
82	ఆ డ్రీ పరిణామాల మధ్య నథింగ్ డన్ ఎగైనెస్ట్	Homophobic	eng_tel
83	ఆ సోదరికి చాలా మంచి మనసు ఉంది	Non-anti-LGBT+ content	eng_tel
84	బ్రో, మీరు ఏ నగరంలో ఉన్నారు?	Non-anti-LGBT+ content	eng_tel
85	అభినందనలు ప్రో!!! సుభిక్షంగా జీవించు!!!	Non-anti-LGBT+ content	eng_tel
86	సామీ సామీ మీరు సామీ	Non-anti-LGBT+ content	eng_tel
87	కేంద్ర ప్రభుత్వం గానీ, రాష్ట్ర ప్రభుత్వం గానీ సరికాదు. ది మెత్ OP ది హాక్ అది నలిగిపోతుంది	Non-anti-LGBT+ content	eng_tel
88	కోడ్, ఈ చిన్న విషయం ఏమిటి?	Non-anti-LGBT+ content	eng_tel
89	వ్యయ ప్రయాసలకోర్చి నినాదాలు చేయడం మధ్య వ్యతిరేకం.	Non-anti-LGBT+ content	eng_tel
90	బుకింగ్ ఉపా బేకర్స్ మరియు డల్కింగ్, రైల్వే పోలీసులు నిద్రపోతున్నారా, ప్రజలు, బియునిగా ఉండకండి, ఉసాతో ఏమి తప్పు, రేపు మీకు ఇది జరగవచ్చు.	Non-anti-LGBT+ content	eng_tel
91	ఒక వ్యక్తిని కలవడం నాకు చాలా ఆనందంగా ఉంది, నా వయస్సు 46 సంవత్సరాలు. లేదు, నేను అతనికి 60 సంవత్సరాలు అని ఆలోచిస్తున్నాను, కాని అతను నా అంగం మీద రుద్దడం ప్రారంభించాడు మరియు అది బాగానే ఉంది. దాన్ని దించి పెట్టెలో పెట్టి కొట్టడం మొదలుపెట్టాడు	Non-anti-LGBT+ content	eng_tel
92	వెన్ దే ఆర్ ఎంగ్, టె సాంకే దేర్ మైండ్స్ అండ్ మేక్ మోన్ పాయా షో యొక్క థీమ్ ఎలా వారు పెపిపూర్ వారు కన్వర్ట్ చేయబడతారు.	Transphobic	eng_tel
93	ట్రాన్స్‌సెండర్ సిస్టర్ సూపర్	Non-anti-LGBT+ content	eng_tel
94	అంతలో_చెమటతో_నవ్వుతూ_నిన్ను_నవ్వుతూ_నేల_నవ్వుతూ_నవ్వుతూ_నవ్వుతూ_ఇంతకీ_ఏం చేయగలవు	Non-anti-LGBT+ content	eng_tel
95	మహమ్మద్ సమీర్ U R కాదు ముస్లిం IP U R కాదు పూర్తి పోలోవర్ OP ముహమ్మద్...	Non-anti-LGBT+ content	eng_tel
96	బృహత్తర యోధురాలు తల్లి	Non-anti-LGBT+ content	eng_tel
97	ఏది. జిల్లా. వీడ్కోలు	Non-anti-LGBT+ content	eng_tel
98	మానవ ఎదుగుదలకు ఈ ప్రపంచంలో సహజమైన వస్తువులను సీలింగ్ చేసే చారిస్టిక్ ఆప్ లేదు. మనిషి ఒక జంతువు వాడో తను తెలివైన వాడో.	Non-anti-LGBT+ content	eng_tel
99	ఇదంతా ప్లానెట్ అండ్ సెట్ పన్నీ యాక్ట్	Non-anti-LGBT+ content	eng_tel
100	పోలీసులు చర్య తీసుకోవాలి	Non-anti-LGBT+ content	eng_tel
101	ఏమీ తాగొద్దు...వెళ్లి లీక్ చేసి తాగండి	Non-anti-LGBT+ content	eng_tel
102	యోగిని అమ్ము సరే_దాంటు ఓకే_దాంటు ఓకే_దాంటు యూ సైట్ ఇట్ రైట్...	Non-anti-LGBT+ content	eng_tel
103	మీరు మాట్లాడే స్వరం చాలా అందంగా ఉంది	Non-anti-LGBT+ content	eng_tel
104	నేను హాస్టల్‌లో నా స్నేహితుడిని కలిసినప్పుడు మరియు అతనితో సెక్స్ చేసినప్పుడు నాకు 20 ఏళ్లు. నాతో అతని రొమాన్స్ రొమాన్స్ అని నేను అనుకున్నాను, కాని అది తప్పు అని నేను తరువాత గ్రహించాను. నేను సెక్స్ కోసం ఒక అందమైన భాగస్వామిని పొందాను, కానీ నేను మంచి స్నేహితుడిని కోల్పోయాను. మీరు చాలా పొందుతారు కానీ మీరు మంచి స్నేహితుడిని పొందలేరు గందరగోళం చెందకండి వీలైనంత కాలం మీ సన్నిహిత str8 స్నేహితుల మీద సెక్స్ ఆలోచనలు పెంచుకోకండి మీరు గే సైట్‌లో చాలా మంది స్నేహితులను పొందుతారు దయచేసి అదే చేయవద్దు నేను చేసిన పొరపాటు_చేతులు మడిచాను_చేతులు మడిచాను_చేతులు మడిచాను	Non-anti-LGBT+ content	eng_tel
105	E ప్రేమ చనిపోయేంత వరకు రాదు అని అర్థం చేసుకోండి. ధన్యవాదములు వెయ్యి హృదయంతో_బాణంతో_గుండెతో_బాణంతో_బాణంతో	Non-anti-LGBT+ content	eng_tel
106	వాట్స్ అప్, కమ్ వన్, అందరూ, గో సంగే సన్ టీవీ ఎపిసోడ్.....	Non-anti-LGBT+ content	eng_tel
107	సోదరా, సోదరా, మీ ఛానెల్ చాలా బాగుంది సోదరా, మంచి వ్యాఖ్యలు వస్తున్నాయి, బ్రో, మీరు సూపర్.	Non-anti-LGBT+ content	eng_tel
108	ఎలాంటి ఉస్టిన్‌లను వదులుకోలేదు	Non-anti-LGBT+ content	eng_tel
109	అన్ని ట్రాన్స్ హింస భరించలేక opi dese సహాయకులు. రైల్వే పోలీస్ డిపార్ట్‌మెంట్ తప్పించుకోలేదా?	Transphobic	eng_tel
110	ONNU OP ది లియోనీస్ OP TAMIL NADU బోల్టెడ్_హంట్స్ బోల్టెడ్_హంట్స్ బోల్టెడ్_హంట్స్ బోల్టెడ్_హంట్స్	Non-anti-LGBT+ content	eng_tel
111	రాయల్లీ హృదయాన్ని కదిలించే సంఘటన... ట్రాన్స్‌సెండర్ వ్యక్తులు ఉన్నతంగా ఉంటారు.. వారు కూడా లిమిట్‌లెస్ హ్యుమానిటీ, అబ్బిచ్టిన్, లవ్ అండ్ క్యారెక్టర్ కలిగి ఉన్నారు... రాయల్ సొల్లుతే బోల్డ్_హంట్స్	Non-anti-LGBT+ content	eng_tel
112	పురుషుడు, స్త్రీ ప్రమేయం వలె, పురుషుడు, పురుషుడు, స్త్రీ, స్త్రీ ప్రమేయం కూడా సాధారణం. మనలాగే వారికి కూడా అదే భావాలు ఉంటాయి. అది వారు పండించవలసినది కాదు. అది వారి స్వభావంలో వచ్చింది. దానిని గౌరవించడంలో తప్పు లేదు!!! అలవాట్లు వేరు, స్వభావం వేరు...	Non-anti-LGBT+ content	eng_tel
113	ట్రాన్స్‌జెండర్లు ఈ ప్రపంచం ఉన్నంత కాలం బ్రతుకుతారు నా మిత్రమా.... ట్రాన్స్‌జెండర్ తల్లులందరికీ నేను నిన్ను ప్రేమిస్తున్నాను సోదరీమణులు మరియు సోదరులారా.	Non-anti-LGBT+ content	eng_tel
114	Red_heart Red_heart Red_heart మీరు ఈ అనుభూతిని కలిగించిన స్వరం	Non-anti-LGBT+ content	eng_tel
115	అతను ఏమిటి? అతను విలన్	Transphobic	eng_tel
116	రాజ్ గుత్తి అలాంటివాడు	Non-anti-LGBT+ content	eng_tel
117	ఖర్చు మరియు మతపరమైన పోనాటిక్స్ కోసం సమానత్వం పెరిగినా మంచి వ్యక్తులకు మరియు మానవునికి UR ఒక ప్రత్యక్ష దైవం	Non-anti-LGBT+ content	eng_tel
118	అన్ని స్లోపిన్‌లను త్రోసివేయడం ఓకే అవుతుంది మరియు సమాజం మమ్మల్ని విస్మరిస్తుంది.	Transphobic	eng_tel
119	ఒక సాగోజ్ ఓన కులత్తూరు….	Homophobic	eng_tel
120	enrajd_pass	Homophobic	eng_tel
121	శక్తి తనకంటే బలమైనది	Non-anti-LGBT+ content	eng_tel
122	పలాసక్ డి.	Homophobic	eng_tel
123	ఎలాంటి ఉస్టిన్‌లను వదులుకోలేదు	Non-anti-LGBT+ content	eng_tel
124	కుప్పణం..నువ్వు జాయిన్ కాకపోయినా నువ్వు కూడా వెళతావా...కాదు ఇప్పుడే వచ్చి నకీరన్ కి ఇంటర్వ్యూ ఇస్తా.	Homophobic	eng_tel
125	స్వలింగ సంపర్కాన్ని హిందూ మతం ఎప్పుడూ వ్యతిరేకించదు.	Non-anti-LGBT+ content	eng_tel
126	ఇది rusinet oth కోడ్‌గా ఉండాలనే ఉద్దేశ్యం.???	Non-anti-LGBT+ content	eng_tel
127	IP ట్రాన్‌సెండర్‌లను నిరోధించాలి, బ్లాక్ చేయబడిన లా చేయాలి, వారు మానవ చెల్లింపులు నిరోధించబడ్డారు	Non-anti-LGBT+ content	eng_tel
129	ఈ అవగాహనను బయటపెట్టకూడదు	Non-anti-LGBT+ content	eng_tel
130	ట్రాన్స్‌సెండర్‌లకు మంచి హృదయం ఉంది...దేశ స్త్రీలకు అది ఉండదు.	Non-anti-LGBT+ content	eng_tel
131	వారికి ట్రాన్స్‌జెండర్ అనే అందమైన పేరు ఉంది. స్టెల్త్ ట్రాన్స్‌జెండర్ అని అందరినీ నిందించటం సరికాదు. ఒకరిని తిట్టండి, అందరినీ తిట్టకండి. మీరు చెప్పినదానికి క్షమాపణలు చెప్పకపోయినా ఫర్వాలేదు కానీ పదే పదే ఎక్కువ మాట్లాడుతున్నారు. ఇది మీకు మంచిది కాదు. జాగ్రత్త	Non-anti-LGBT+ content	eng_tel
132	ఎ శ్రీనివాసన్	Non-anti-LGBT+ content	eng_tel
133	టె డోంట్ అండ్ పాసేస్ ఇది అనుకూలమైన లేఖ	Non-anti-LGBT+ content	eng_tel
134	నే మే ఎయిడ్స్ కామే సంగే బీ	Homophobic	eng_tel
135	ఒక bev transchessules భయపడండి	Non-anti-LGBT+ content	eng_tel
136	Arathi KC మీరు లూసా లేదా మెండెల్ లాగా వ్యవహరిస్తున్నారా. కేవలం సంతానం కోసం మరియు సంతానం ఉన్న తరాన్ని సృష్టించడం కోసం దేవుడు ఈ ప్రపంచంలోకి సెక్స్‌ని తీసుకువచ్చాడు. పురుషుడు మరియు స్త్రీ మరియు స్త్రీ ఇలా సెక్స్ చేస్తే, మీరు ఈ ప్రపంచంలోకి ఎలా వచ్చారు. ఇది ప్రకృతికి విరుద్ధమైన వికృతీకరణ. విషయం. జంతువులు కూడా ఇలా చేయవు. జంతువులు 5 తెలివైన జీవులు. ఈ మానవ జాతికి తెలివి కూడా లేదని తలచుకుంటే బాధగా ఉంది. హోమో సెక్స్ ప్రపంచ వినాశనానికి దారి తీస్తుంది. పెళ్లి ఎలా ఉండాలో తెలుసా. భార్యాభర్తలు గోడ మధ్యలో జరగాలి. ఇది చాలా దాచబడింది. ఇది హలాల్ పద్ధతి.పెళ్లి అనేది నిర్ణీత వయసులో జరగాలి.అప్పుడే మనిషి శారీరక అవసరాల కోసం హరామ్ పనులు చేయరు.మన్నికా (ఆత్మానందం) వంటి హరామ్ పనులు చేయరు.ఇదే దేవుడు నిర్ణయించాడు.ఏమైనా మనం ప్రకృతికి వ్యతిరేకంగా చేస్తే అది మానవ వినాశనానికి కారణమవుతుంది. నా సంతానానికి ఇలా జరుగుతుందని చెప్పకు. అన్నింటిలో మొదటిది, దాని నుండి బయటపడండి. ఇది హార్మోన్ మార్పు మరియు మీరు దాని కోసం ఆసుపత్రిలో చికిత్స పొందవచ్చు. భగవంతుడు అందరికి ఒకేలా పిల్లలను ఇస్తాడు. అది పాపం కావచ్చు. సరే, దాన్ని వదిలించుకుందాం. హోమో సెక్స్ ఉన్నవారు చివరి వరకు సెక్స్ లేకుండా ఎందుకు జీవించలేరు. స్త్రీకి ఆకర్షణ లేకపోతే మనసులోని కోరికకు బానిస కాకుండా అదుపులో ఉండలేం. భగవంతుని పట్ల భయం ఖచ్చితంగా అంతర్గత వ్యక్తిలో జీవించగలదు. ప్రయత్నం చేయండి, దేవుడు మీకు తోడుగా ఉంటాడు. తదుపరి క్షణం శాశ్వతం కాదు. ఈ లోక పాపాల నుండి మేల్కొందాం. ఇన్షా అల్లాహ్.	Homophobic	eng_tel
137	ఓం ట్రైడెంట్_ఎంబ్లెమ్ ద్వారా కోడ్ గ్రేడ్ చేయబడింది	Non-anti-LGBT+ content	eng_tel
138	సస్పెన్స్ లామ్ లిల్లా నన్బా....ప్లీస్ ప్రాంక్ ఆర్టిస్ట్‌కు ఓరు రిక్వెస్ట్.en frd wenny pot(pet name). అతని అసలు పేరు ముత్తు కుమార్. అతన్ని ఎలాగైనా వెళ్ళనివ్వండి. కానీ నేను అతని స్నేహితుడిని. అతను ఎక్కడున్నాడో నాకు తెలియదు. ఇక లింగమార్పిడి చిలిపి పంథా లేదు. దయచేసి చూడండి సోదరా	Non-anti-LGBT+ content	eng_tel
