	text	category	ln
22	ശരിക്കും മികച്ച സിനിമ....ലത്തീഫിനെ പോലെ ധീരമായ ചുവടുകൾ വെക്കാൻ ആരും തയ്യാറല്ലെന്ന് തോന്നുന്നു....	Homophobic	eng_ml
23	എനിക്ക് സ്വവർഗ്ഗാനുരാഗികളെ ഇഷ്ടമാണ്	Non-anti-LGBT+ content	eng_ml
24	TRG സ്ത്രീകൾ നല്ല ഹൃദയം_സ്യൂട്ട് ഹാർട്ട്_സ്യൂട്ട് വിജയം_കൈ	Non-anti-LGBT+ content	eng_ml
25	ഒരു വലിയ വിപ്ലവം ആരംഭിക്കുന്നു...ഞാൻ ഒരു സ്വവർഗ്ഗാനുരാഗിയാണോ അതെ ഞാൻ ഒരു സ്വവർഗ്ഗാനുരാഗിയാണ്, ഇത് പറയാൻ എനിക്ക് ഭയമില്ല...	Non-anti-LGBT+ content	eng_ml
26	നിമൽ സേവ്യർ അവർ ക്രമേണ ചിന്താശേഷി കുറയ്ക്കുന്നു. ഒരു ഊഹം മാത്രം. ഹോർലിക്‌സ് കുടിക്കുമ്പോൾ എനിക്ക് മണ്ടനാണെന്ന് തോന്നുന്നു, അത് ലഹരിയാണ്.	Non-anti-LGBT+ content	eng_ml
27	ദക്ഷിണേഷ്യക്കാരുടെ ഈ അത്ഭുതകരമായ യഥാർത്ഥ കഥ കാണണമെന്ന് എല്ലാവരോടും പറയാൻ എനിക്ക് അഭിപ്രായം പറയേണ്ടി വരും, ഈ മനോഹരമായ കഥ കാണുമ്പോൾ എനിക്ക് എന്നെത്തന്നെ ബന്ധപ്പെടുത്താൻ കഴിയുന്ന ഈ മനോഹരമായ കഥ കാണുമ്പോൾ പലതവണ കരയുന്നു. ആരാണ് ഈ സിനിമ നിർമ്മിച്ചത്. ആരാണ് ഈ സിനിമ നിർമ്മിച്ചത്. അത് സമൂഹത്തിന് വലിയ അടിയാണ്.	Non-anti-LGBT+ content	eng_ml
28	വിഷമിക്കേണ്ട, ശക്തനായിരിക്കുക	Non-anti-LGBT+ content	eng_ml
29	അത് അവരുടെ സ്വന്തം തിരഞ്ഞെടുപ്പാണ്	Non-anti-LGBT+ content	eng_ml
30	അവൾ വളരെ സുന്ദരിയും ആരാധ്യയുമായ സൂപ്പർ മാ ചെല്ലമായി കാണപ്പെടുന്നു	Non-anti-LGBT+ content	eng_ml
31	മാഡം ബൈബിൾ വായിച്ചു	Homophobic	eng_ml
32	TN ന്റെ അഭിമാനം!	Non-anti-LGBT+ content	eng_ml
33	അർച്ചന ശ്രീ, ആ തരത്തിലാണോ?	Non-anti-LGBT+ content	eng_ml
34	ദൈവം അവരെ സഹായിക്കണം	Non-anti-LGBT+ content	eng_ml
35	എത്ര നേരായ മറുപടിയാണ് സൂപ്പർ	Non-anti-LGBT+ content	eng_ml
36	ഹായ് ബ്രോ, വിരോധമില്ലെങ്കിൽ എനിക്കൊരു മെയിൽ അയക്കാമോ പ്ലീസ്	Non-anti-LGBT+ content	eng_ml
37	ഈ വീഡിയോ എനിക്ക് വളരെ ഇഷ്ടമായി ബ്രോ	Non-anti-LGBT+ content	eng_ml
38	3_ഹൃദയങ്ങളുള്ള_ പുഞ്ചിരി_മുഖം ഞങ്ങൾക്കുണ്ട്	Non-anti-LGBT+ content	eng_ml
39	നീങ്ങാ പന്ന ആക്ടും അവങ്ക പറഞ്ഞ മെസ്സേജുകളും എല്ലാം സൂപ്പർ ആയിരുന്നു അണ്ണാ ! ചാനൽ വേറ ലെവൽ വര പോഡ് ഇന്നും കൊഞ്ഞം നാൾ ലയേ ! തുറന്ന_കൈകളോടെ_ പുഞ്ചിരിക്കുന്ന_മുഖം_തുറന്ന_കൈകളോടെ ഞങ്ങൾ നിങ്ങളെ സ്വാഗതം ചെയ്യുന്നു ! red_heart red_heart വളരുന്നതിന്റെ അടുത്ത ഘട്ടം വളരെ നന്ദി....... പുഞ്ചിരിക്കുന്ന_മുഖം_തുറന്ന_കൈകൾ കൊണ്ട് പുഞ്ചിരിക്കുന്നു	Non-anti-LGBT+ content	eng_ml
40	മഹത്തായ മനുഷ്യത്വം ശരി_കൈ ശരി_കൈ	Non-anti-LGBT+ content	eng_ml
41	എത്ര അത്ഭുതകരമായ ഒരു സിനിമാ മനുഷ്യൻ, ഈ ദിവസങ്ങളിലെല്ലാം എനിക്ക് ഈ സിനിമ നഷ്‌ടമായതിൽ എനിക്ക് വളരെ വിഷമം തോന്നുന്നു, ഈ സിനിമയുടെ അണിയറപ്രവർത്തകർക്ക് അഭിനന്ദനങ്ങൾ എല്ലാം തികഞ്ഞതാണ്, കുറച്ച് സിനിമകൾ മാത്രമേ ഇത് അവസാനിക്കരുതെന്നോ അല്ലെങ്കിൽ സിനിമ കുറച്ചുകൂടി വലുതായാലോ എന്ന തോന്നൽ നൽകുന്നുള്ളൂ. എന്റെ ലിസ്റ്റിൽ നല്ലതായിരിക്കും ഞാൻ ഈ സിനിമ ആദ്യം സൂക്ഷിക്കും, ഞാൻ താഴെ നിരവധി കമന്റുകളും കണ്ടു, പക്ഷേ ഒരു ഗംഭീര സിനിമ ഇത് യഥാർത്ഥത്തിൽ കൂടുതൽ ആളുകളുടെ ജീവിതത്തിൽ സംഭവിക്കുന്നു	Non-anti-LGBT+ content	eng_ml
42	സെക്ഷൻ 377 കൊണ്ടുവന്നത് ബ്രിട്ടീഷുകാർ ഇന്ത്യക്കാരല്ല. യൂറോപ്പിലും അമേരിക്കയിലും സ്വവർഗ്ഗാനുരാഗികൾക്കും ലെസ്ബിയൻമാർക്കും ശിക്ഷ ഉണ്ടായിരുന്നു. അവർ വധിക്കപ്പെടും. അതെ, പാശ്ചാത്യർ ഒരുപാട് നല്ല കാര്യങ്ങൾ ചെയ്തു.	Non-anti-LGBT+ content	eng_ml
43	എന്തുകൊണ്ട് അത് ശരിയല്ല? സ്നേഹം സ്നേഹമാണ്. വംശമോ ലിംഗഭേദമോ നോക്കാതെ എല്ലാവർക്കും ഇഷ്ടമുള്ളവരെ ജീവിക്കാനുള്ള അവകാശം ഉണ്ടായിരിക്കണം.	Non-anti-LGBT+ content	eng_ml
44	ശരിക്കും ഒരു മഹത്തായ പ്രവൃത്തി, ഹാറ്റ്‌സ് ഓഫ് യു സഞ്ചി റെഡ്_ഹാർട്ട് നൂറ്_പോയിന്റുകൾ നിങ്ങൾ സമൂഹത്തിൽ വലിയ അവബോധം സൃഷ്ടിച്ചു, നിങ്ങൾ ഒരു മികച്ച നേട്ടത്തിന് അർഹരാണ്, അത് ചെയ്യുന്നത് തുടരുക red_heart തിളങ്ങുന്നു	Non-anti-LGBT+ content	eng_ml
45	പ്രോ യു ഗ്രേറ്റ് നിങ്ങളുടെ സോഷ്യൽ വർക്ക് വെറലാവെൽ ഹാൻഡ്‌സ് അപ്പ് ദൈവം നിങ്ങളെ സഹായിക്കുന്നു ശരി_കൈ ഓകെ_കൈ ഓകെ_കൈ തംബ്സ് അപ്പ് കൈകൾ	Non-anti-LGBT+ content	eng_ml
46	പ്രണയം ഒരു അജ്ഞാത യാത്രയാണ്, അവസാനം പറയും, ഞാൻ നിനക്കായി കടൽ കടക്കും, എനിക്ക് വെള്ളത്തിന് മുകളിലൂടെ നടക്കേണ്ടി വന്നാലും ഞാൻ ചെയ്യും. ഒരു ഷോർട്ട് ഫിലിം ആണെങ്കിലും, അത് ഹൃദയസ്പർശിയായ, ഹൃദയസ്പർശിയായ, അതിമനോഹരമായി ചെയ്തു, ഇത് ഒരു മികച്ച സിനിമയാണ്, മാതാപിതാക്കൾക്കും സമൂഹത്തിനും ആഴത്തിലുള്ള വിദ്യാഭ്യാസപരവും വ്യക്തിപരവുമായ സന്ദേശം നൽകുന്നു. ഇന്നും, സാംസ്കാരിക വിശ്വാസങ്ങൾക്കും സമൂഹത്തിന്റെ കൽപ്പനകൾക്കും വേണ്ടി മാത്രം നിരവധി ആളുകൾ വിവാഹിതരായി അസന്തുഷ്ടരായി ജീവിക്കുന്നു. മുഴുവൻ അഭിനേതാക്കൾക്കും, നിർമ്മാതാവിനും, കഥയെഴുതി, സംവിധായകൻ, നന്ദി, നന്നായി ചെയ്തു.. പ്രധാന അഭിനേതാക്കളുടെ മികച്ചതും ആഴത്തിലുള്ളതുമായ വൈകാരിക അഭിനയം, മികച്ച തിരഞ്ഞെടുപ്പ്. വളരെയധികം അഭിനന്ദനങ്ങൾ .. ആഴത്തിൽ സ്നേഹിക്കാനുള്ള കല, ആവശ്യമെങ്കിൽ, എന്റെ മാതാപിതാക്കളോടുള്ള സ്നേഹത്തിനും ബഹുമാനത്തിനും വേണ്ടി എന്റെ വ്യക്തിത്വത്തെ ത്യജിക്കുക. ഇത് ഒരു സന്തോഷകരമായ അവസാനത്തെക്കുറിച്ചല്ല, അവസാനം കഥ എങ്ങനെ വികസിക്കുന്നുവെന്ന് കാണേണ്ടതുണ്ട്. നന്ദി .. ഇനിയും ഇതുപോലുള്ള സിനിമകൾ പ്രതീക്ഷിക്കുന്നു!!!	Non-anti-LGBT+ content	eng_ml
47	ഞാൻ ഒരു സ്വവർഗ്ഗാനുരാഗിയായതിൽ അഭിമാനിക്കുന്നു	Non-anti-LGBT+ content	eng_ml
48	ലബിയോ രോഹിത നന്ദി ബ്രോ	Non-anti-LGBT+ content	eng_ml
49	ആൻഡ്രോജൻ ഇൻസെൻസിറ്റിവിറ്റി സിൻഡ്രോം. വളരെ സുന്ദരിയായി കാണപ്പെടുന്ന സ്ത്രീകൾ ജനിതകപരമായി പുരുഷന്മാരായിരുന്നു. അവർ മിക്കവാറും സൂപ്പർ മോഡലുകളായിരിക്കും. എന്നാൽ വാസ്തവത്തിൽ അവർ പുരുഷന്മാരാണ്	Non-anti-LGBT+ content	eng_ml
50	നല്ല കഥ. നല്ല അഭിനയം. എന്നാൽ ശരിക്കും അത് സാധ്യമാണോ? ലത്തീഫിന്റെ അഭിനയം വളരെ മികച്ചതാണ്. എല്ലാ ആശംസകളും	Non-anti-LGBT+ content	eng_ml
51	ഞങ്ങളുമായി സമ്പർക്കം പുലർത്തുക, നിങ്ങളെ എങ്ങനെ സഹായിക്കാമെന്ന് ഞങ്ങൾ കണ്ടെത്തും, ദയവായി നിങ്ങളുടെ വിശദാംശങ്ങളോ ഫോൺ നമ്പറോ മെയിലിലേക്ക് അയയ്ക്കുക; Nithy163gmail.com	Non-anti-LGBT+ content	eng_ml
52	നിങ്ങൾ ഒരു ബൈസെക്ഷ്വൽ/ഗേ/ലെസ്ബിയൻ/നേരായ് ആണെങ്കിലും. അതൊരു ജീവിതരീതിയും സ്വഭാവവുമാണ്. പങ്കാളിയോട് സത്യസന്ധത പുലർത്തുക. അത് പ്രധാനമാണ്.	Non-anti-LGBT+ content	eng_ml
53	പലർക്കും അത്തരം മേഖലകളും ഇതുപോലുള്ള പ്രശ്നങ്ങളും അറിയാമായിരിക്കും, പക്ഷേ അവർ അത് കാര്യമാക്കുന്നില്ല, പക്ഷേ എന്റെ അഭിപ്രായത്തിന് ഞാൻ ഒരു പോയിന്റ് നൽകി അത്രമാത്രം	Non-anti-LGBT+ content	eng_ml
54	വളരെ നന്ദി	Non-anti-LGBT+ content	eng_ml
55	സൂപ്പർ ബ്രോ റോംബ ഫീൽ, കാത്തിരിപ്പ് മണിക്കൂർഗ്ലാസ്_നോട്ട്_ഡോൺ	Non-anti-LGBT+ content	eng_ml
56	സംഭോഗത്തിന് നേരെ നിൽക്കുന്ന നാൻസി ജാസ്മിൻ	Non-anti-LGBT+ content	eng_ml
57	ബ്രോ അടുത്ത വീഡിയോ പോസ്റ്റ് പന്നുങ്ക ഞാൻ കാത്തിരിക്കുന്നു	Non-anti-LGBT+ content	eng_ml
58	ലിഫ്ടിക്ക് ഹാർട്ട് സ്യൂട്ടും ആഷിഖും തറയിൽ_തറയിൽ ഉരുളുന്നു_ചിരിക്കുന്നു_തറയിൽ_ചിരിക്കുകയാണ്	Non-anti-LGBT+ content	eng_ml
59	സഹായിക്കുമ്പോൾ ക്യാമറ എടുക്കരുത്	Non-anti-LGBT+ content	eng_ml
60	ജല്ലിക്കെട്ടിനും മറ്റ് സാമൂഹിക അസമത്വങ്ങൾക്കുമായി പ്രതിഷേധിക്കുമ്പോൾ ഈ മിണ്ടാപ്രാണികൾ ഉണ്ടായിരുന്നിടത്ത് ഭക്ഷണം കഴിക്കാൻ ഭക്ഷണമില്ലാതെ ആളുകൾ പട്ടിണി കിടക്കുകയാണ്.	Non-anti-LGBT+ content	eng_ml
61	ഹായ് ബ്രോ, ഇതാദ്യമായി പകുര പ്രാങ്ക് ഷോ. യഥാർത്ഥത്തിൽ Enaku prank show pakrathu pudikathu കാരണം mathavangala emathi sandhoshapadrathu romba thapu. പക്ഷെ unga channel vidio pakumbothu unmayave nalla irundhuthu and nalla message solirundhinga. എല്ലാ മികച്ച TMP ടീമുകളും clapping_hands bouquet clapping_hands bouquet . പിന്നെ ung vidio la last ah mathavangaluku help panra vishayam romba touching ah irundhuchi. ഇനി നല്ല പനുങ്ക TMP ടീമുകൾ. ഞാൻ നിങ്ങളെ പിന്തുണയ്ക്കുന്നു flexed_biceps flexed_biceps ആശംസകൾ.	Non-anti-LGBT+ content	eng_ml
62	lgbt കമ്മ്യൂണിറ്റി ആളുകൾ സമൂഹത്തെ മാറ്റില്ല	Non-anti-LGBT+ content	eng_ml
63	നിർഭാഗ്യവശാൽ ചില രാജ്യങ്ങളിലെ ആളുകൾക്ക് അംഗീകരിക്കപ്പെടാൻ വളരെ ബുദ്ധിമുട്ടാണ്, പ്രത്യേകിച്ച് ആളുകൾ കൂടുതലും മതവിശ്വാസികളും വിശ്വാസങ്ങളും മതനിയമങ്ങളും പിന്തുടരുന്ന മതപരമായ രാജ്യങ്ങളിൽ. അത്തരം രാജ്യങ്ങളിൽ താമസിക്കുന്ന LGBTQ ആളുകളോട് എനിക്ക് വളരെ ഖേദമുണ്ട്, അവരുടെ ജീവിതം യഥാർത്ഥത്തിൽ ജീവിതമല്ല, മറിച്ച് മറ്റുള്ളവരെ പിന്തുടരുന്നതാണ്. അവർക്ക് സ്വയം ആകാൻ കഴിയില്ല.	Non-anti-LGBT+ content	eng_ml
64	അതേ പെൺകുട്ടികൾ...... ഈ ചാനൽ അൺസബ്‌സ്‌ക്രൈബ് ചെയ്യുക	Non-anti-LGBT+ content	eng_ml
65	നിങ്ങൾ പിന്തുണച്ചാൽ നന്നായി. നിങ്ങൾ വെറുതെ പോകുന്നില്ലെങ്കിൽ, നിങ്ങൾക്ക് അവരെ വേദനിപ്പിക്കാൻ കഴിയുമെന്ന് അർത്ഥമില്ല. അതിൽ എല്ലാം റൈറ്റ് ആണെന്നും മറ്റുള്ളവർ തെറ്റാണെന്നും നമ്മൾ സ്വയം ഒരു അതിർത്തി വെച്ചു. അവർ ഇപ്പോഴും മനുഷ്യരാണ്. ദയവായി സൈക്കോട്ടിക് തമാശകൾ നിർത്തുക	Non-anti-LGBT+ content	eng_ml
66	ശിലായുഗ ജീവിതമാണോ നമ്മൾ	Non-anti-LGBT+ content	eng_ml
67	ഹൃദയസ്പർശിയായ വിഷയം. ദൈവം നിങ്ങളെ അനുഗ്രഹിക്കട്ടെ.	Non-anti-LGBT+ content	eng_ml
68	എല്ലാ ആശംസകളും ബ്രോ	Non-anti-LGBT+ content	eng_ml
69	നിങ്ങൾ നന്നായി ചെയ്യുന്നു അണ്ണാ red_heart red_heart മടക്കിയ_കൈകൾ thumbs_up	Non-anti-LGBT+ content	eng_ml
70	അല്ല ബ്രോ, നിങ്ങൾ പറയുന്നത് തെറ്റാണ്, അവളുടെ ഹാൻഡ് ബാഗിനുള്ളിൽ ധാരാളം കോണ്ടം ഉണ്ടാകും	Non-anti-LGBT+ content	eng_ml
71	വേണ്ടാത്ത പരിപാടികൾ...... അവരുടെ ഹാൻഡ് ബാഗിൽ എന്തുണ്ട്..... കേവലമന പരിപാടി	Non-anti-LGBT+ content	eng_ml
72	തിരുനങ്ങൈ ദൈവമാണ്, അവിടെ ഒരു മനുഷ്യനെയും ബഹുമാനിക്കുക	Non-anti-LGBT+ content	eng_ml
73	കൊള്ളാം... അവൾ വളരെ സുന്ദരിയാണ്	Non-anti-LGBT+ content	eng_ml
74	നന്ദി അന്ന വീഡിയോ	Non-anti-LGBT+ content	eng_ml
75	ലൈഫ് ക്രിയേറ്റ്സ് ലൈഫ് ഒരു പ്രകൃതിയാണ് നിങ്ങൾക്ക് മനുഷ്യന്റെ നിതംബ ദ്വാരത്തിൽ ഒരു ജീവിതം സൃഷ്ടിക്കാൻ കഴിയില്ല....lol	Non-anti-LGBT+ content	eng_ml
76	ഉണ്മയി താല	Non-anti-LGBT+ content	eng_ml
77	യോ സേമ യാ... ഹൃദയസ്പർശിയായ മിന്നുന്ന_ഹൃദയം	Non-anti-LGBT+ content	eng_ml
78	ദയവായി കുറച്ച് പണം സഹായിക്കൂ, പ്രശ്‌നങ്ങളൊന്നുമില്ല	Non-anti-LGBT+ content	eng_ml
79	കൊള്ളാം അത് വളരെ വൈകാരികമാണ്	Non-anti-LGBT+ content	eng_ml
80	എല്ലാ ക്രെഡിറ്റും (ലൈക്ക്, ഷെയർ, കോംറ്റ്) ശുദ്ധമായ ഹൃദയത്തിനാണ് (അക്ക).....	Non-anti-LGBT+ content	eng_ml
81	സിലബരശൻ ഗുരുനാഥൻ  നിങ്ങളുടെ പേര് സഹിതം സാധാരണ സന്ദേശം അയക്കുക	Non-anti-LGBT+ content	eng_ml
82	LGBT കമ്മ്യൂണിറ്റിയെ കുറിച്ചുള്ള വിവരങ്ങൾ പങ്കിട്ടതിന് അഭിനന്ദനങ്ങൾ ബ്രോ മദൻ. എന്റെ അഭിപ്രായത്തിൽ, അവരെ അവഗണിക്കരുത്, കാരണം അവരും മനുഷ്യരാണ്.	Non-anti-LGBT+ content	eng_ml
83	കൗണ്ടൻ കെത്തു .. സുഹൃത്തേ ഇത് സംസ്കാരമല്ല .. യാഥാസ്ഥിതികമാണ്.. രണ്ടും തമ്മിലുള്ള വ്യത്യാസം മനസിലാക്കാൻ ശ്രമിക്കൂ ... തമിഴ് സാഹിത്യത്തിൽ പോലും സ്വവർഗ്ഗാനുരാഗത്തെക്കുറിച്ച് സംസാരിക്കാം..	Non-anti-LGBT+ content	eng_ml
84	സാറിന്റെ ഫോൺ നമ്പർ തരൂ	Non-anti-LGBT+ content	eng_ml
85	വിശ്വനാഥൻ സ്വാമിനാഥൻ നിങ്ങൾ പറഞ്ഞത് ശരിയാണ്, ഞാനും സ്വന്തമായി പഠിച്ച ഒരു ചെറിയ കുടുംബത്തിൽ നിന്നാണ് വന്നത്, പാർട്ട് ടൈം ജോലിക്ക് പോയി, സമൂഹത്തിലെ പല പ്രശ്നങ്ങളും കൈകാര്യം ചെയ്തു, പക്ഷേ എല്ലാം വിദേശത്തേക്ക് പോയി ഒരു വർഷമായി അവിടെ ജോലി ചെയ്തു, ഇപ്പോൾ കോയമ്പത്തൂരിൽ ജോലിചെയ്യാൻ അവസരം ലഭിച്ചു. വിദേശത്ത് ജോലി ചെയ്യാൻ എല്ലാം സംഭവിക്കുന്നത് ഞാൻ മറ്റുള്ളവരെ ആശ്രയിക്കാത്തതുകൊണ്ടാണ്, ഇപ്പോഴും ഞാൻ സ്വതന്ത്രനാണ്	Non-anti-LGBT+ content	eng_ml
86	ശരിക്കും ഹൃദയം ഉരുകുന്നു red_heart നല്ല പ്രവൃത്തി ബ്രോ red_heart നല്ല ഹൃദയമുള്ള ആളുകൾ ലൈക്ക് അടിക്കുക	Non-anti-LGBT+ content	eng_ml
87	ശാരീരികമായി പെൺകുട്ടി എന്നാൽ മാനസികമായി ആൺകുട്ടി	Non-anti-LGBT+ content	eng_ml
88	അണ്ണാ.... നിങ്ങളുടെ വീഡിയോയ്ക്ക് എന്റെയും എന്റെ കുടുംബത്തിന്റെയും സല്യൂട്ട് TMP ടീമുകളെ സല്യൂട്ട് ചെയ്യുന്നു	Non-anti-LGBT+ content	eng_ml
89	അങ്ങനെ ഒരു ദിവസം എല്ലാവരും മരിക്കും	Non-anti-LGBT+ content	eng_ml
90	ഹായ് സുഹൃത്തേ വിളിക്കൂ	Non-anti-LGBT+ content	eng_ml
91	സൂപ്പർ സഹോദരാ, ഇത് എന്റെ പരിശോധനയാണ്	Non-anti-LGBT+ content	eng_ml
92	കൊള്ളാം ലത്തീഫ് വളരെ മികച്ചതും യഥാർത്ഥവുമായ അഭിനയം ..	Non-anti-LGBT+ content	eng_ml
93	സെമ പ്രസംഗം ഞാൻ LGBT കമ്മ്യൂണിറ്റിയെ പിന്തുണയ്ക്കുന്നു flexed_biceps flexed_biceps victory_കൈ വിജയം_കൈ വിജയം_കൈ പുഞ്ചിരി_മുഖം_ഹൃദയം-കണ്ണുകൾ കൂപ്പി_കൈകൾ	Non-anti-LGBT+ content	eng_ml
94	ഹൈപ്പോതലാമസിന്റെ ലൈംഗിക ദ്വിരൂപ ന്യൂക്ലിയസുകളുടെ അസാധാരണത്വങ്ങളാണ് ഇതിന് കാരണം	Homophobic	eng_ml
95	സൂപ്പർ സഹോദരന്മാർ	Non-anti-LGBT+ content	eng_ml
96	നിങ്ങളും സ്വവർഗ്ഗാനുരാഗിയാണെന്ന് ഞാൻ കരുതുന്നു....അത് നിങ്ങൾ വികാരത്തോടെയാണ് പറയുന്നത്.... നിങ്ങളുടെ ശബ്ദം ഇങ്ങനെയാകാൻ...	Homophobic	eng_ml
97	അവൾ ആരാണ്?	Non-anti-LGBT+ content	eng_ml
98	എല്ലാവർക്കും ഹൃദയമുണ്ട്, എന്നാൽ ചിലർക്ക് ഹാർട്ട്_സ്യൂട്ട് ചെയ്യാൻ നല്ല കാര്യമുണ്ട്	Non-anti-LGBT+ content	eng_ml
99	ജാഫർ ഷെരീഫ്	Non-anti-LGBT+ content	eng_ml
100	സ്വവർഗരതി ട്രെൻഡി അല്ല അത് ദുരന്തമാണ് ....ദൈവം സൃഷ്ടിച്ചത് ആദാമിനെയും ഹവ്വയെയും അല്ല ആദാമിനെയും സ്റ്റീവിനെയും	Homophobic	eng_ml
